CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	4876.6620	12093.1683	0.2000	10.0000
2	9506.5515	11194.9967	0.2000	10.0000
3	7380.5600	9313.5629	0.2000	10.0000
4	3519.6340	3870.5602	0.2000	10.0000
5	10753.7854	11856.7327	0.2000	10.0000
6	5588.7486	3320.0175	0.2000	10.0000
7	1422.7579	11010.1270	0.2000	10.0000
8	8554.1739	2419.0029	0.2000	10.0000
9	7177.5767	1620.3916	0.2000	10.0000
10	7809.4485	10568.6439	0.2000	10.0000
11	5282.3203	1171.8433	0.2000	10.0000
12	6886.5033	3295.6846	0.2000	10.0000
13	10351.9615	9854.6947	0.2000	10.0000
14	6914.9828	11847.6434	0.2000	10.0000
15	5520.8594	10056.8476	0.2000	10.0000
16	5316.2154	1942.1603	0.2000	10.0000
17	3011.8908	3029.1277	0.2000	10.0000
18	7819.4245	1275.7768	0.2000	10.0000
19	11836.3875	11760.6298	0.2000	10.0000
20	4059.0950	8015.8842	0.2000	10.0000
21	6233.1807	2121.1309	0.2000	10.0000
22	2140.4529	4164.5354	0.2000	10.0000
23	1416.6420	2416.7179	0.2000	10.0000
24	141.8192	2605.2481	0.2000	10.0000
25	4218.3504	2366.8680	0.2000	10.0000
26	4131.6147	111.6496	0.0000	0.0000
27	2140.3798	959.5506	0.0000	0.0000
28	5988.5537	12113.4875	0.0000	0.0000
29	7887.8476	13654.5381	0.0000	0.0000
