CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	9831.8192	10152.9328	0.2000	10.0000
2	14265.6472	12476.7410	0.2000	10.0000
3	6046.0654	11000.0857	0.2000	10.0000
4	8450.0020	5894.4256	0.2000	10.0000
5	9117.5256	3117.3059	0.2000	10.0000
6	9566.8628	1236.7436	0.2000	10.0000
7	7916.2286	9962.6874	0.2000	10.0000
8	10433.4777	294.3015	0.2000	10.0000
9	3920.2440	8767.3613	0.2000	10.0000
10	13244.4237	4820.9175	0.2000	10.0000
11	4440.3559	3089.2546	0.2000	10.0000
12	11227.1031	13466.5209	0.2000	10.0000
13	8286.6996	13503.4685	0.2000	10.0000
14	4003.2827	4634.5058	0.2000	10.0000
15	9623.8585	11264.4626	0.2000	10.0000
16	9664.9572	5397.5175	0.2000	10.0000
17	9677.2740	3478.4497	0.2000	10.0000
18	6306.9291	3911.3391	0.2000	10.0000
19	11354.1809	5981.3615	0.2000	10.0000
20	2357.0372	8984.6412	0.2000	10.0000
21	507.0349	10940.6067	0.2000	10.0000
22	1588.9974	9916.1928	0.2000	10.0000
23	12100.7959	9053.2984	0.2000	10.0000
24	6531.7954	13162.6655	0.2000	10.0000
25	4960.3204	8219.1173	0.2000	10.0000
26	5871.9520	2011.5651	0.2000	10.0000
27	5669.1787	14060.3966	0.2000	10.0000
28	1241.6658	13506.4001	0.2000	10.0000
29	7985.4628	7964.9345	0.2000	10.0000
30	87.1737	5375.9751	0.2000	10.0000
31	6669.1839	8881.2192	0.2000	10.0000
32	9716.0566	12906.2408	0.2000	10.0000
33	10498.3471	7906.0521	0.2000	10.0000
34	12049.3781	550.3372	0.2000	10.0000
35	5125.5453	7539.1389	0.2000	10.0000
36	13786.3646	396.6369	0.2000	10.0000
37	14627.1253	1618.9380	0.2000	10.0000
38	8256.8453	1233.3600	0.2000	10.0000
39	9314.6665	9253.0692	0.2000	10.0000
40	6520.1866	2865.5880	0.2000	10.0000
41	12421.9738	3523.8773	0.2000	10.0000
42	4988.0735	11189.1928	0.2000	10.0000
43	8732.8505	1622.7356	0.2000	10.0000
44	8711.5093	9567.9831	0.2000	10.0000
45	12205.6090	9703.2503	0.2000	10.0000
46	5031.9401	14735.8093	0.2000	10.0000
47	14734.7891	14021.6562	0.2000	10.0000
48	3063.3929	9149.1210	0.2000	10.0000
49	3082.3628	11646.1307	0.2000	10.0000
50	4574.2522	297.0579	0.2000	10.0000
51	13134.8669	11201.4864	0.2000	10.0000
52	3402.5733	13252.5359	0.2000	10.0000
53	10606.7086	3281.5255	0.2000	10.0000
54	12452.3944	6482.7204	0.2000	10.0000
55	8206.9314	14330.3005	0.2000	10.0000
56	77.1541	11757.0667	0.2000	10.0000
57	7376.4525	7003.4014	0.2000	10.0000
58	3916.8546	10991.0876	0.2000	10.0000
59	2771.5102	1688.0469	0.2000	10.0000
60	9429.7232	14870.6972	0.2000	10.0000
61	5118.9485	13810.2999	0.2000	10.0000
62	8415.7272	608.8843	0.2000	10.0000
63	2773.4467	10087.7803	0.2000	10.0000
64	13260.5237	5627.6980	0.2000	10.0000
65	2657.2645	6987.4645	0.2000	10.0000
66	3239.3095	2676.1964	0.2000	10.0000
67	7519.3481	4082.1735	0.2000	10.0000
68	2045.2360	12325.7829	0.2000	10.0000
69	2094.9294	4465.7851	0.2000	10.0000
70	11385.6102	11115.8688	0.2000	10.0000
71	12749.3060	8530.0974	0.2000	10.0000
72	4996.6794	1610.7443	0.2000	10.0000
73	6418.8242	7430.4510	0.2000	10.0000
74	8275.1102	7209.2815	0.2000	10.0000
75	4188.4170	9498.0408	0.2000	10.0000
76	4143.7616	6093.3656	0.2000	10.0000
77	2376.6434	9594.5311	0.2000	10.0000
78	2045.0064	14415.2269	0.2000	10.0000
79	2825.1360	5502.8399	0.2000	10.0000
80	9837.3965	4798.7267	0.2000	10.0000
81	7425.2294	9433.2627	0.2000	10.0000
82	2502.6935	3755.2948	0.2000	10.0000
83	10797.5331	9967.3338	0.2000	10.0000
84	1453.3490	2593.7504	0.2000	10.0000
85	2074.9457	5909.7589	0.2000	10.0000
86	8045.7709	10889.1227	0.2000	10.0000
87	14779.7941	12837.2851	0.2000	10.0000
88	7979.9183	9151.0515	0.2000	10.0000
89	2882.4950	10739.9590	0.2000	10.0000
90	9041.8571	14022.7340	0.2000	10.0000
91	5916.8794	9083.8755	0.2000	10.0000
92	2963.3352	4721.1861	0.2000	10.0000
93	14274.4415	7793.6326	0.2000	10.0000
94	3981.8412	2568.9119	0.2000	10.0000
95	6400.4686	861.4304	0.2000	10.0000
96	12947.3502	2034.2251	0.0000	0.0000
97	1787.5974	7525.9726	0.0000	0.0000
98	2138.1437	11390.2925	0.0000	0.0000
99	3668.3482	14629.1495	0.0000	0.0000
100	6079.3717	24.8079	0.0000	0.0000
101	5912.9067	11911.5150	0.0000	0.0000
102	13907.6597	9549.1128	0.0000	0.0000
103	12667.7890	13408.6211	0.0000	0.0000
104	5813.3581	4703.6606	0.0000	0.0000
