CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	10217.4905	17219.1456	0.2000	10.0000
2	10891.8758	6370.7662	0.2000	10.0000
3	7312.2200	7701.9012	0.2000	10.0000
4	5069.3928	16944.3814	0.2000	10.0000
5	11706.6989	499.6915	0.2000	10.0000
6	5786.0131	3187.3413	0.2000	10.0000
7	15511.6223	4840.4013	0.2000	10.0000
8	12268.9312	3172.8837	0.2000	10.0000
9	6941.6247	8335.7389	0.2000	10.0000
10	12002.7489	12491.9269	0.2000	10.0000
11	12673.0663	16056.6122	0.2000	10.0000
12	3606.4582	3113.7344	0.2000	10.0000
13	18288.6913	7450.1881	0.2000	10.0000
14	7644.4625	15690.5545	0.2000	10.0000
15	2541.1379	5261.9707	0.2000	10.0000
16	13477.3852	16325.0111	0.2000	10.0000
17	6511.4788	13813.4092	0.2000	10.0000
18	12279.2093	37.1224	0.2000	10.0000
19	2942.9172	8549.9838	0.2000	10.0000
20	14088.2187	8214.8862	0.2000	10.0000
21	5263.8713	11455.8756	0.2000	10.0000
22	9105.1420	14162.7085	0.2000	10.0000
23	4338.3950	6217.8075	0.2000	10.0000
24	9641.0006	3588.8290	0.2000	10.0000
25	12062.6991	1253.9728	0.2000	10.0000
26	15976.7457	1756.8755	0.2000	10.0000
27	5910.9515	5647.9398	0.2000	10.0000
28	1779.3147	11268.1403	0.2000	10.0000
29	13338.6865	18875.8276	0.2000	10.0000
30	3456.0439	7212.2190	0.2000	10.0000
31	12876.3906	953.8457	0.2000	10.0000
32	9825.4744	18446.3475	0.2000	10.0000
33	11943.5810	15605.8486	0.2000	10.0000
34	6990.5384	4115.7785	0.2000	10.0000
35	3110.5378	4029.6958	0.2000	10.0000
36	5512.6611	10746.3531	0.2000	10.0000
37	9382.8488	13305.6406	0.2000	10.0000
38	10277.9758	5523.8720	0.2000	10.0000
39	8806.0031	3743.1811	0.2000	10.0000
40	9099.8649	4494.6048	0.2000	10.0000
41	9167.7990	7999.0640	0.2000	10.0000
42	1577.9025	8648.1079	0.2000	10.0000
43	3100.1181	5652.6371	0.2000	10.0000
44	3936.3630	1811.4551	0.2000	10.0000
45	15932.3609	4001.8104	0.2000	10.0000
46	17713.0799	7970.5831	0.2000	10.0000
47	10652.6247	2255.8958	0.2000	10.0000
48	13405.0946	3128.8091	0.2000	10.0000
49	4131.1173	10408.9215	0.2000	10.0000
50	3393.3544	6257.4902	0.2000	10.0000
51	4492.7283	12438.0980	0.2000	10.0000
52	3685.0238	11620.7510	0.2000	10.0000
53	13405.9298	19487.4434	0.2000	10.0000
54	8496.8516	5526.7331	0.2000	10.0000
55	6271.7963	4915.9223	0.2000	10.0000
56	9300.5005	14805.9554	0.2000	10.0000
57	9098.7877	17585.1365	0.2000	10.0000
58	2463.0148	4228.5423	0.2000	10.0000
59	7273.5043	1977.8491	0.2000	10.0000
60	6260.1983	8462.5959	0.2000	10.0000
61	14749.0575	13705.8069	0.2000	10.0000
62	9099.3095	2704.3911	0.2000	10.0000
63	16427.9390	17173.0336	0.2000	10.0000
64	4140.5800	14047.1636	0.2000	10.0000
65	5016.8283	2412.6554	0.2000	10.0000
66	13096.4216	4269.0290	0.2000	10.0000
67	10851.4247	9726.2297	0.2000	10.0000
68	2410.4433	3321.6233	0.2000	10.0000
69	3801.6821	10968.3876	0.2000	10.0000
70	15591.9838	14518.7844	0.2000	10.0000
71	7379.4587	104.4418	0.2000	10.0000
72	12248.0452	19866.2027	0.2000	10.0000
73	8871.1625	15943.1367	0.2000	10.0000
74	7371.5606	11905.0233	0.2000	10.0000
75	1093.7154	11546.1066	0.2000	10.0000
76	9953.9776	4102.5080	0.2000	10.0000
77	4399.3030	11344.9564	0.2000	10.0000
78	14909.9765	3576.1930	0.2000	10.0000
79	12103.5144	16972.1887	0.2000	10.0000
80	4254.2925	5440.9852	0.2000	10.0000
81	11583.1701	19900.2043	0.2000	10.0000
82	691.5569	737.1611	0.2000	10.0000
83	15456.3710	16191.7844	0.2000	10.0000
84	7771.7996	4216.0234	0.2000	10.0000
85	6895.9540	16775.4016	0.2000	10.0000
86	10410.5208	17999.1467	0.2000	10.0000
87	10584.3061	8313.6082	0.2000	10.0000
88	14100.3705	2583.9662	0.2000	10.0000
89	12069.8071	13190.7291	0.2000	10.0000
90	10314.1442	19188.5474	0.2000	10.0000
91	13899.5689	8988.8475	0.2000	10.0000
92	8700.0256	7582.1642	0.2000	10.0000
93	14625.9564	19721.1834	0.2000	10.0000
94	8959.2101	19793.7350	0.2000	10.0000
95	2050.6457	11854.8499	0.2000	10.0000
96	7974.3525	5850.6589	0.2000	10.0000
97	5780.9260	6389.2540	0.2000	10.0000
98	12707.2039	13726.1414	0.2000	10.0000
99	17229.3800	3691.5746	0.2000	10.0000
100	4965.3885	867.2550	0.2000	10.0000
101	14605.7446	5447.9505	0.2000	10.0000
102	15972.2387	6022.1769	0.2000	10.0000
103	1831.9054	7067.8072	0.2000	10.0000
104	7784.1097	17996.2911	0.2000	10.0000
105	14554.7605	1994.3683	0.2000	10.0000
106	7370.3621	5903.2585	0.2000	10.0000
107	887.3396	7212.2138	0.2000	10.0000
108	15261.1092	8068.4998	0.2000	10.0000
109	1918.7017	9653.1662	0.2000	10.0000
110	8586.9606	10324.3161	0.2000	10.0000
111	11909.0786	2207.6976	0.0000	0.0000
112	4411.9159	3822.3233	0.0000	0.0000
113	587.4032	3763.3534	0.0000	0.0000
114	2832.2356	7160.5199	0.0000	0.0000
115	8195.8759	1429.2463	0.0000	0.0000
116	8869.7429	11463.2056	0.0000	0.0000
117	14617.7998	4451.8051	0.0000	0.0000
118	11523.4333	17215.8867	0.0000	0.0000
119	8540.5518	18609.4140	0.0000	0.0000
120	5051.5551	9896.6226	0.0000	0.0000
