CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	487.5789	13650.8020	0.2000	10.0000
2	9493.2198	4277.8311	0.2000	10.0000
3	7565.7295	14859.2227	0.2000	10.0000
4	4382.8705	4471.1555	0.2000	10.0000
5	5752.3096	3363.2060	0.2000	10.0000
6	8114.5327	7204.3881	0.2000	10.0000
7	1562.4790	14384.7508	0.2000	10.0000
8	1770.7515	3022.6284	0.2000	10.0000
9	14257.3456	5280.3625	0.2000	10.0000
10	8128.0823	3803.2687	0.2000	10.0000
11	954.5128	8706.2735	0.2000	10.0000
12	4852.4801	8001.6662	0.2000	10.0000
13	12005.3124	900.3873	0.2000	10.0000
14	6573.0521	12869.8961	0.2000	10.0000
15	7811.0048	12393.7373	0.2000	10.0000
16	12530.7147	2298.9368	0.2000	10.0000
17	6869.5067	13912.4636	0.2000	10.0000
18	8870.1448	13428.1885	0.2000	10.0000
19	4169.1353	5150.2381	0.2000	10.0000
20	10744.6965	5712.0220	0.2000	10.0000
21	6135.8494	649.9450	0.2000	10.0000
22	437.3170	9875.7463	0.2000	10.0000
23	9735.4146	719.1245	0.2000	10.0000
24	2915.6331	4712.9923	0.2000	10.0000
25	10932.4902	13342.0973	0.2000	10.0000
26	5553.1703	6238.7613	0.2000	10.0000
27	7902.3830	4946.7818	0.2000	10.0000
28	9488.8173	11705.7684	0.2000	10.0000
29	10301.2649	8332.6061	0.2000	10.0000
30	7288.1715	6908.6813	0.2000	10.0000
31	3200.4268	9941.2250	0.2000	10.0000
32	4139.5157	6971.6000	0.2000	10.0000
33	10568.6794	6731.3674	0.2000	10.0000
34	11120.2682	8893.5894	0.2000	10.0000
35	2642.5751	8856.6390	0.2000	10.0000
36	11950.2733	5388.0789	0.2000	10.0000
37	8845.9896	15.0933	0.2000	10.0000
38	9122.4198	9330.6792	0.2000	10.0000
39	10447.2394	7597.6091	0.2000	10.0000
40	11692.5491	8570.8987	0.2000	10.0000
41	4325.2664	10399.9428	0.2000	10.0000
42	5934.4417	5230.2173	0.2000	10.0000
43	1856.0246	9119.7068	0.2000	10.0000
44	10207.6295	2362.0520	0.2000	10.0000
45	8998.7156	2998.9794	0.2000	10.0000
46	11515.3378	3602.9518	0.2000	10.0000
47	3173.5855	6396.4938	0.2000	10.0000
48	9622.9766	6034.4128	0.2000	10.0000
49	11331.9564	1770.4154	0.2000	10.0000
50	5988.8074	7668.5039	0.2000	10.0000
51	8367.4160	450.7234	0.2000	10.0000
52	2125.2045	7172.9913	0.2000	10.0000
53	2304.3851	13134.8291	0.2000	10.0000
54	10372.5137	3634.7212	0.2000	10.0000
55	2074.5609	6073.9553	0.2000	10.0000
56	12398.1840	3671.6241	0.2000	10.0000
57	3470.6146	14318.2864	0.2000	10.0000
58	11928.9064	1960.4291	0.2000	10.0000
59	7503.5561	7913.3009	0.2000	10.0000
60	8930.6497	6036.7707	0.2000	10.0000
61	6168.8220	8777.7161	0.2000	10.0000
62	4763.0576	6879.7659	0.2000	10.0000
63	2912.4261	7975.1562	0.2000	10.0000
64	4797.4316	12690.0796	0.2000	10.0000
65	7891.8523	6601.5731	0.2000	10.0000
66	4470.5920	9629.0047	0.2000	10.0000
67	1000.9308	6572.5016	0.2000	10.0000
68	5109.0107	3638.7161	0.2000	10.0000
69	11027.0065	3022.4723	0.2000	10.0000
70	8778.6389	8444.8387	0.2000	10.0000
71	7544.5167	6092.4724	0.2000	10.0000
72	6063.4912	13731.4566	0.2000	10.0000
73	5662.7352	11364.2104	0.2000	10.0000
74	9568.4657	6760.4546	0.2000	10.0000
75	2011.2486	947.9081	0.2000	10.0000
76	1456.1822	10766.0337	0.2000	10.0000
77	13811.3820	9619.4415	0.2000	10.0000
78	8791.7402	1619.3104	0.2000	10.0000
79	6733.0843	6435.8064	0.2000	10.0000
80	5276.7970	7226.0919	0.2000	10.0000
81	8750.5120	3976.1660	0.0000	0.0000
82	6639.2808	1174.6015	0.0000	0.0000
83	5303.7483	9425.3571	0.0000	0.0000
84	11074.1507	4126.1435	0.0000	0.0000
85	6650.2865	3791.1237	0.0000	0.0000
86	7427.3248	9007.7368	0.0000	0.0000
87	83.4020	10874.6257	0.0000	0.0000
88	10188.3910	11220.5575	0.0000	0.0000
