CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	2180.6695	6949.1097	0.2000	10.0000
2	4514.1222	760.9519	0.2000	10.0000
3	6082.5622	6226.6984	0.2000	10.0000
4	4682.1324	8409.2345	0.2000	10.0000
5	10915.6379	4702.4318	0.2000	10.0000
6	11061.3761	10956.7967	0.2000	10.0000
7	4990.6007	6752.0523	0.2000	10.0000
8	4820.2037	5702.6681	0.2000	10.0000
9	4925.2215	7376.1758	0.2000	10.0000
10	2820.8973	10685.4819	0.2000	10.0000
11	4735.1447	4261.7948	0.2000	10.0000
12	7720.4687	805.0800	0.2000	10.0000
13	12362.0167	10839.8082	0.2000	10.0000
14	14812.5008	13108.3363	0.2000	10.0000
15	13903.6333	6568.3559	0.2000	10.0000
16	47.1829	1505.3137	0.2000	10.0000
17	10363.2104	11942.3344	0.2000	10.0000
18	8457.6962	5296.6683	0.2000	10.0000
19	574.9079	7324.9091	0.2000	10.0000
20	5507.2493	4153.9060	0.2000	10.0000
21	3724.7777	3530.2493	0.2000	10.0000
22	3399.0291	2688.8561	0.2000	10.0000
23	1721.0779	7480.8738	0.2000	10.0000
24	1684.4669	2547.4035	0.2000	10.0000
25	236.8452	7971.4632	0.2000	10.0000
26	6485.0668	1538.3649	0.2000	10.0000
27	13111.1913	13606.9409	0.2000	10.0000
28	4848.1989	1266.5221	0.2000	10.0000
29	8860.1930	1224.7631	0.2000	10.0000
30	9208.5761	3470.5975	0.2000	10.0000
31	6246.0073	2125.9976	0.2000	10.0000
32	5809.8107	6777.5159	0.2000	10.0000
33	13204.5195	12285.8488	0.2000	10.0000
34	3421.5821	5758.3751	0.2000	10.0000
35	2607.3879	9114.4875	0.2000	10.0000
36	213.1703	6442.5073	0.0000	0.0000
37	4931.6224	3683.9447	0.0000	0.0000
38	7197.9677	1491.8991	0.0000	0.0000
39	13966.2297	10965.2487	0.0000	0.0000
40	2535.3395	4384.7494	0.0000	0.0000
