CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	12368.6745	12803.0369	0.2000	10.0000
2	12511.6241	6537.4076	0.2000	10.0000
3	7980.6995	3326.3697	0.2000	10.0000
4	8541.3295	7873.4219	0.2000	10.0000
5	8101.4896	3985.8132	0.2000	10.0000
6	10593.8071	9793.2676	0.2000	10.0000
7	12464.9196	9767.0377	0.2000	10.0000
8	8695.4831	11076.6776	0.2000	10.0000
9	9736.7445	3232.8282	0.2000	10.0000
10	9647.2359	4010.6466	0.2000	10.0000
11	12535.1884	1856.3839	0.2000	10.0000
12	10844.8165	10662.4756	0.2000	10.0000
13	2420.2026	14697.4416	0.2000	10.0000
14	7543.2539	11960.1250	0.2000	10.0000
15	9954.8175	14570.0987	0.2000	10.0000
16	10424.1500	12075.1959	0.2000	10.0000
17	12478.4600	11668.6636	0.2000	10.0000
18	12032.8251	5172.7490	0.2000	10.0000
19	6455.2769	10568.3558	0.2000	10.0000
20	12042.9130	4170.9477	0.2000	10.0000
21	14774.0533	8650.6492	0.2000	10.0000
22	9798.7076	13318.2982	0.2000	10.0000
23	9208.0445	2085.0019	0.2000	10.0000
24	8824.3191	12667.6120	0.2000	10.0000
25	3701.2424	11906.5471	0.2000	10.0000
26	5072.3286	8007.1564	0.2000	10.0000
27	2870.2570	8350.7653	0.2000	10.0000
28	12978.0294	13944.7524	0.2000	10.0000
29	14354.9850	10739.8075	0.2000	10.0000
30	14944.3070	12140.2792	0.2000	10.0000
31	7352.1178	10106.9445	0.2000	10.0000
32	14242.8591	5248.7646	0.2000	10.0000
33	8274.7834	2072.5650	0.2000	10.0000
34	5389.0713	11334.5239	0.2000	10.0000
35	2711.8115	11502.8645	0.2000	10.0000
36	11871.9493	8998.5257	0.0000	0.0000
37	6352.1178	13557.1743	0.0000	0.0000
38	2256.5552	10893.0817	0.0000	0.0000
39	10054.1425	12718.9857	0.0000	0.0000
40	9968.7514	750.3806	0.0000	0.0000
