CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1	7019.9755	8308.3460	0.2000	10.0000
2	7259.1921	233.1065	0.2000	10.0000
3	2731.4903	6096.1860	0.2000	10.0000
4	12330.4328	11385.6061	0.2000	10.0000
5	9342.3745	11699.1492	0.2000	10.0000
6	11884.7152	10567.2029	0.2000	10.0000
7	3449.1542	343.4674	0.2000	10.0000
8	3720.4195	9020.7594	0.2000	10.0000
9	7322.5880	3803.3477	0.2000	10.0000
10	4147.7647	1507.4041	0.2000	10.0000
11	9117.0782	5771.4251	0.2000	10.0000
12	9124.1296	6724.1140	0.2000	10.0000
13	8431.4633	2984.9839	0.2000	10.0000
14	5852.2325	2951.4845	0.2000	10.0000
15	2867.9664	3912.0995	0.2000	10.0000
16	10966.7885	9724.2801	0.0000	0.0000
17	10778.9726	211.2629	0.0000	0.0000
18	5056.6827	4425.3639	0.0000	0.0000
