CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	7402.8491	8924.3759	0.2000	10.0000
2	6466.6585	9134.2212	0.2000	10.0000
3	14985.7577	3088.9534	0.2000	10.0000
4	11769.2112	8742.0042	0.2000	10.0000
5	4832.0107	5512.1483	0.2000	10.0000
6	2058.0006	12148.0243	0.2000	10.0000
7	8048.9762	12918.0099	0.2000	10.0000
8	9034.5970	8149.7334	0.2000	10.0000
9	8510.7445	2067.2254	0.2000	10.0000
10	7711.1642	7163.3910	0.2000	10.0000
11	8262.1073	10586.2390	0.2000	10.0000
12	10086.9990	12654.5253	0.2000	10.0000
13	9505.6558	13297.2595	0.2000	10.0000
14	3212.0130	7788.2540	0.2000	10.0000
15	8109.7743	13738.4155	0.2000	10.0000
16	7945.3856	4120.8054	0.2000	10.0000
17	12468.1320	3376.8395	0.2000	10.0000
18	7930.4057	1499.6476	0.2000	10.0000
19	10119.4646	9184.2271	0.2000	10.0000
20	4026.3090	5063.3700	0.2000	10.0000
21	8915.2592	3902.3573	0.2000	10.0000
22	11331.8933	14479.6273	0.2000	10.0000
23	9553.7421	3036.7188	0.2000	10.0000
24	3055.9000	12257.3921	0.2000	10.0000
25	7667.2642	6162.5177	0.2000	10.0000
26	9692.1079	1195.4253	0.2000	10.0000
27	7255.0914	1607.3949	0.2000	10.0000
28	9742.7614	5865.1964	0.2000	10.0000
29	6408.3007	11723.3894	0.2000	10.0000
30	6496.5315	10222.3535	0.2000	10.0000
31	3313.0005	9423.6185	0.2000	10.0000
32	5683.6995	11324.1293	0.2000	10.0000
33	10049.2359	7757.6818	0.2000	10.0000
34	6493.6860	8142.4127	0.2000	10.0000
35	14731.0753	12891.6874	0.2000	10.0000
36	11694.7856	9981.5390	0.2000	10.0000
37	94.1591	7857.0822	0.2000	10.0000
38	1864.6699	10875.1640	0.2000	10.0000
39	1132.3275	7205.1062	0.2000	10.0000
40	9991.3075	5234.8725	0.2000	10.0000
41	5122.6650	3518.9406	0.2000	10.0000
42	1103.2072	10699.2801	0.2000	10.0000
43	14876.6579	11035.7262	0.2000	10.0000
44	2670.0212	4267.8689	0.2000	10.0000
45	13140.5281	14828.7247	0.2000	10.0000
46	9600.9948	6747.8399	0.2000	10.0000
47	7181.7238	11137.6156	0.2000	10.0000
48	10060.1557	2304.7327	0.2000	10.0000
49	1417.1052	5344.5003	0.2000	10.0000
50	47.4881	13948.0582	0.2000	10.0000
51	8657.5450	6897.4669	0.0000	0.0000
52	10745.4130	670.9413	0.0000	0.0000
53	133.5958	11927.3506	0.0000	0.0000
54	5052.5761	8149.9000	0.0000	0.0000
55	12818.5474	13646.1146	0.0000	0.0000
56	6378.8610	14999.6241	0.0000	0.0000
