CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	1925.1457	11743.6227	0.2000	10.0000
2	6701.1581	5090.0135	0.2000	10.0000
3	11535.7676	2190.7519	0.2000	10.0000
4	5242.9398	13305.4651	0.2000	10.0000
5	3035.3131	5885.1796	0.2000	10.0000
6	6292.3595	9307.4883	0.2000	10.0000
7	5137.0604	11283.4792	0.2000	10.0000
8	2427.3981	14459.4959	0.2000	10.0000
9	2139.0605	8388.4966	0.2000	10.0000
10	13759.9285	2201.3991	0.2000	10.0000
11	6510.7885	11725.7651	0.2000	10.0000
12	10845.6676	8546.5909	0.2000	10.0000
13	1988.1886	13132.4046	0.2000	10.0000
14	13923.9414	13931.3756	0.2000	10.0000
15	7680.0242	681.3836	0.2000	10.0000
16	2692.6216	8952.8241	0.2000	10.0000
17	4671.9142	3508.8537	0.2000	10.0000
18	2407.5527	4674.3433	0.2000	10.0000
19	6605.5828	5752.5044	0.2000	10.0000
20	2335.2027	5385.9033	0.2000	10.0000
21	4857.7627	1225.7247	0.2000	10.0000
22	5151.8227	1831.2420	0.2000	10.0000
23	8206.0630	2579.3848	0.2000	10.0000
24	13064.5380	13521.9003	0.2000	10.0000
25	978.8672	12469.4814	0.2000	10.0000
26	8340.7512	14424.8128	0.2000	10.0000
27	9400.7788	2399.2841	0.2000	10.0000
28	5710.1900	4175.9562	0.2000	10.0000
29	910.2156	10388.6325	0.2000	10.0000
30	6166.6178	14737.7628	0.2000	10.0000
31	4939.4745	5928.2564	0.2000	10.0000
32	2437.0102	10229.9018	0.2000	10.0000
33	7322.7737	8347.0549	0.2000	10.0000
34	8240.3862	12791.9927	0.2000	10.0000
35	5771.6046	8654.9533	0.2000	10.0000
36	6335.1212	929.0951	0.2000	10.0000
37	10958.4326	5288.8302	0.2000	10.0000
38	12310.3643	12088.8135	0.2000	10.0000
39	12836.2585	2997.0887	0.2000	10.0000
40	7555.6446	14038.3686	0.2000	10.0000
41	4139.4263	124.5873	0.2000	10.0000
42	12360.0104	13346.4215	0.2000	10.0000
43	3417.5730	13844.3136	0.2000	10.0000
44	6502.0040	14157.5309	0.2000	10.0000
45	1722.0538	3708.5067	0.2000	10.0000
46	4806.3200	8821.3478	0.2000	10.0000
47	8863.7397	14070.8481	0.2000	10.0000
48	9098.4254	11448.9132	0.2000	10.0000
49	7447.3562	6741.3720	0.2000	10.0000
50	9168.1763	4084.6252	0.2000	10.0000
51	9330.2061	12537.3766	0.0000	0.0000
52	8964.3035	1064.7398	0.0000	0.0000
53	2974.1394	7264.1887	0.0000	0.0000
54	3149.5080	604.7217	0.0000	0.0000
55	4474.0498	2757.7274	0.0000	0.0000
56	4408.8482	14944.5972	0.0000	0.0000
