CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	12753.7424	5002.7314	0.2000	10.0000
2	6209.8320	4033.5409	0.2000	10.0000
3	6145.0161	10978.5732	0.2000	10.0000
4	14665.9983	11093.2399	0.2000	10.0000
5	11328.6064	2749.1028	0.2000	10.0000
6	7509.6281	12185.5823	0.2000	10.0000
7	12376.1780	8294.1901	0.2000	10.0000
8	1442.0021	166.1272	0.2000	10.0000
9	12433.6974	2142.8632	0.2000	10.0000
10	12900.1946	8793.5613	0.2000	10.0000
11	10914.3458	5912.6706	0.2000	10.0000
12	6903.7239	11285.6671	0.2000	10.0000
13	995.7882	4282.7720	0.2000	10.0000
14	10521.6133	2961.3057	0.2000	10.0000
15	229.7167	10677.2665	0.2000	10.0000
16	7777.2151	1768.5129	0.2000	10.0000
17	11286.7572	11962.2067	0.2000	10.0000
18	8865.6136	12210.7991	0.2000	10.0000
19	4800.3014	11183.1827	0.2000	10.0000
20	12228.4513	35.4996	0.2000	10.0000
21	1656.3087	12160.7300	0.2000	10.0000
22	5833.9179	280.5185	0.2000	10.0000
23	9670.8750	11135.1828	0.2000	10.0000
24	12668.0539	6969.2003	0.2000	10.0000
25	7890.3479	792.0746	0.2000	10.0000
26	3154.1555	11150.1449	0.2000	10.0000
27	3166.1229	13606.7106	0.2000	10.0000
28	2223.8161	13851.1788	0.2000	10.0000
29	5212.1222	6245.6064	0.2000	10.0000
30	14828.2650	7494.2004	0.2000	10.0000
31	12177.4704	3661.5407	0.2000	10.0000
32	9451.8622	3884.2330	0.2000	10.0000
33	3481.6333	6379.7829	0.2000	10.0000
34	6196.2919	1784.2212	0.2000	10.0000
35	2765.2979	9403.2577	0.2000	10.0000
36	2341.2061	11516.1592	0.2000	10.0000
37	12591.4398	11717.7577	0.2000	10.0000
38	4823.5163	10376.4971	0.2000	10.0000
39	10260.9184	12307.3956	0.2000	10.0000
40	10424.1893	7089.0481	0.2000	10.0000
41	5596.9349	9370.3809	0.2000	10.0000
42	5742.0992	12217.4943	0.2000	10.0000
43	12240.3445	10295.5824	0.2000	10.0000
44	671.0976	8706.6868	0.2000	10.0000
45	1236.6237	11253.4943	0.2000	10.0000
46	6995.7016	3611.2091	0.2000	10.0000
47	3383.4849	4467.9613	0.2000	10.0000
48	12712.1261	14976.2864	0.2000	10.0000
49	2402.4503	7698.8858	0.2000	10.0000
50	11419.6428	3772.6849	0.2000	10.0000
51	6913.8769	9675.3440	0.2000	10.0000
52	1585.4680	13920.1386	0.2000	10.0000
53	14118.7939	9835.2033	0.2000	10.0000
54	3666.6760	3558.6506	0.2000	10.0000
55	11430.9145	4928.2640	0.2000	10.0000
56	2962.0556	4985.9955	0.2000	10.0000
57	3297.5450	7851.0467	0.2000	10.0000
58	11463.4798	9323.0293	0.2000	10.0000
59	2723.4684	5986.0387	0.2000	10.0000
60	7259.1029	660.0211	0.2000	10.0000
61	1113.8244	6787.8565	0.2000	10.0000
62	12974.7309	2866.5385	0.2000	10.0000
63	7950.0937	9975.1479	0.2000	10.0000
64	14382.1747	1041.0338	0.2000	10.0000
65	6279.6177	5059.5520	0.2000	10.0000
66	11852.4515	11326.1259	0.2000	10.0000
67	12296.0284	4343.8974	0.2000	10.0000
68	11007.0028	6850.1588	0.2000	10.0000
69	14282.9314	2844.2456	0.2000	10.0000
70	3405.3481	1042.7702	0.2000	10.0000
71	3765.4576	14988.8849	0.2000	10.0000
72	14904.6654	10086.5505	0.2000	10.0000
73	1730.4594	2095.9635	0.2000	10.0000
74	14355.1361	6384.9357	0.2000	10.0000
75	1913.4693	9312.5504	0.2000	10.0000
76	6090.3824	10282.0333	0.2000	10.0000
77	14143.9141	12257.3189	0.2000	10.0000
78	8027.4267	13359.8118	0.2000	10.0000
79	9553.8137	14493.2770	0.2000	10.0000
80	10576.6603	209.3112	0.2000	10.0000
81	4206.9027	6222.9769	0.2000	10.0000
82	11556.0475	12744.4744	0.2000	10.0000
83	8979.9782	4371.7767	0.2000	10.0000
84	4033.7112	288.8197	0.2000	10.0000
85	396.5583	59.2093	0.2000	10.0000
86	911.6658	2266.7239	0.2000	10.0000
87	10658.4544	7772.8264	0.2000	10.0000
88	11818.7183	7948.4544	0.2000	10.0000
89	3453.4118	12670.8370	0.2000	10.0000
90	11153.5204	8572.0738	0.2000	10.0000
91	12057.9030	13330.6478	0.2000	10.0000
92	3758.4516	5283.0639	0.2000	10.0000
93	4240.9318	7844.1390	0.2000	10.0000
94	8374.2230	10672.6357	0.2000	10.0000
95	3725.0011	14080.4727	0.2000	10.0000
96	13835.4892	3549.7784	0.0000	0.0000
97	13218.0426	10827.2207	0.0000	0.0000
98	13018.9041	7458.3180	0.0000	0.0000
99	1803.7256	3324.3766	0.0000	0.0000
100	7565.6048	14226.2241	0.0000	0.0000
101	4941.4084	791.0544	0.0000	0.0000
102	2976.5504	10230.1795	0.0000	0.0000
103	431.4470	7058.0505	0.0000	0.0000
104	10317.5308	14139.0817	0.0000	0.0000
