CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1	12356.7064	13650.0794	0.2000	10.0000
2	761.3360	10692.2566	0.2000	10.0000
3	5916.5921	5472.6066	0.2000	10.0000
4	14428.3956	11708.6171	0.2000	10.0000
5	10044.1778	1334.6110	0.2000	10.0000
6	2145.6981	11835.8923	0.2000	10.0000
7	10887.8810	6099.9679	0.2000	10.0000
8	12160.6064	3447.9080	0.2000	10.0000
9	3925.3875	2282.5789	0.2000	10.0000
10	9356.0131	14803.1336	0.2000	10.0000
11	8593.7958	8140.7381	0.2000	10.0000
12	8313.3865	8808.6839	0.2000	10.0000
13	9126.8842	6909.1361	0.2000	10.0000
14	8400.6861	1169.1652	0.2000	10.0000
15	7489.1978	13914.9638	0.2000	10.0000
16	6001.2466	767.4420	0.2000	10.0000
17	8163.1602	11015.2353	0.2000	10.0000
18	4038.4306	11070.9242	0.2000	10.0000
19	9528.8156	8699.7470	0.2000	10.0000
20	13133.6136	8735.9498	0.2000	10.0000
21	8636.0419	12271.4194	0.2000	10.0000
22	266.2887	7886.7942	0.2000	10.0000
23	1597.6659	6096.5995	0.2000	10.0000
24	6936.5920	2275.1981	0.2000	10.0000
25	6848.5556	9567.2991	0.2000	10.0000
26	14067.6986	14709.7485	0.2000	10.0000
27	2837.8660	8848.6057	0.2000	10.0000
28	9834.1004	2652.0656	0.2000	10.0000
29	343.9055	9885.8438	0.2000	10.0000
30	451.3230	5746.0194	0.2000	10.0000
31	2861.8443	7516.1470	0.0000	0.0000
32	11853.9268	11925.0629	0.0000	0.0000
33	806.4958	2477.9445	0.0000	0.0000
34	7803.1647	4927.7978	0.0000	0.0000
