CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	12045.8839	14088.5532	0.2000	10.0000
2	6655.9067	5703.1881	0.2000	10.0000
3	16934.2592	14614.0355	0.2000	10.0000
4	8019.0467	11588.2452	0.2000	10.0000
5	2894.8701	14958.5227	0.2000	10.0000
6	11024.0872	9200.4168	0.2000	10.0000
7	1066.5340	12130.0225	0.2000	10.0000
8	17746.3873	19274.4132	0.2000	10.0000
9	17788.2320	5920.7147	0.2000	10.0000
10	5583.9568	9772.9422	0.2000	10.0000
11	15219.4735	16025.9154	0.2000	10.0000
12	14794.4932	18308.9804	0.2000	10.0000
13	14097.8678	6114.6886	0.2000	10.0000
14	16950.0336	7295.0223	0.2000	10.0000
15	11561.5841	16868.0311	0.2000	10.0000
16	6164.4270	16559.3561	0.2000	10.0000
17	7258.6083	10272.6362	0.2000	10.0000
18	6069.0096	15143.9605	0.2000	10.0000
19	5544.8481	14652.1784	0.2000	10.0000
20	15312.2168	6299.7764	0.2000	10.0000
21	11157.6644	12207.0799	0.2000	10.0000
22	1204.1618	14498.5582	0.2000	10.0000
23	18300.3761	8205.5276	0.2000	10.0000
24	5378.0551	11390.6027	0.2000	10.0000
25	17181.2663	12712.6951	0.2000	10.0000
26	8128.2596	9066.9726	0.2000	10.0000
27	18895.0383	322.0808	0.2000	10.0000
28	16083.6884	3056.2836	0.2000	10.0000
29	5727.8807	6363.6697	0.2000	10.0000
30	14400.5395	1248.5996	0.2000	10.0000
31	2504.6704	16729.4231	0.2000	10.0000
32	5403.9409	12073.5080	0.2000	10.0000
33	5720.4090	19543.5260	0.2000	10.0000
34	5074.9935	12770.9099	0.2000	10.0000
35	14208.0562	17473.6228	0.2000	10.0000
36	11871.0082	15033.0062	0.2000	10.0000
37	15258.1292	12923.4216	0.2000	10.0000
38	13015.6160	1558.7786	0.2000	10.0000
39	7143.1599	9252.4827	0.2000	10.0000
40	12933.0320	19173.7154	0.2000	10.0000
41	9506.5092	18286.1273	0.2000	10.0000
42	1275.0962	19144.7142	0.2000	10.0000
43	4390.3637	10570.9442	0.2000	10.0000
44	14082.7854	12535.3063	0.2000	10.0000
45	13179.0895	17370.9538	0.2000	10.0000
46	2902.5092	8833.7270	0.2000	10.0000
47	4841.6754	11859.1606	0.2000	10.0000
48	3430.5267	12803.5838	0.2000	10.0000
49	10062.8456	9256.0825	0.2000	10.0000
50	2830.4178	9837.0754	0.2000	10.0000
51	4200.7791	6322.1492	0.2000	10.0000
52	4998.3640	9306.0968	0.2000	10.0000
53	7419.4695	14063.4358	0.2000	10.0000
54	14754.3765	5570.2110	0.2000	10.0000
55	4028.9698	12213.4800	0.2000	10.0000
56	15541.9917	1311.2515	0.2000	10.0000
57	13654.2214	15462.3004	0.2000	10.0000
58	17870.1363	5323.2071	0.2000	10.0000
59	18653.8545	10678.5403	0.2000	10.0000
60	16255.9821	8611.5698	0.2000	10.0000
61	3502.7803	18858.9624	0.2000	10.0000
62	3464.9690	14276.6835	0.2000	10.0000
63	5140.1941	16693.7228	0.2000	10.0000
64	9192.1740	12948.9106	0.2000	10.0000
65	15733.7944	19572.3423	0.2000	10.0000
66	17963.5868	11718.0807	0.2000	10.0000
67	7112.8508	13418.0909	0.2000	10.0000
68	9226.4696	11074.7507	0.2000	10.0000
69	15056.0581	19596.7705	0.2000	10.0000
70	17075.8206	19648.3939	0.2000	10.0000
71	17621.9090	2579.1267	0.2000	10.0000
72	15568.9673	13464.5542	0.2000	10.0000
73	12692.2304	5879.7003	0.2000	10.0000
74	13336.2202	10735.1565	0.2000	10.0000
75	5767.6113	5315.2319	0.2000	10.0000
76	14003.9963	14783.7616	0.2000	10.0000
77	12078.7696	11456.6865	0.2000	10.0000
78	17208.0550	18689.1701	0.2000	10.0000
79	13473.9149	4828.8433	0.2000	10.0000
80	2982.4160	13460.8196	0.2000	10.0000
81	14665.9197	8330.9758	0.2000	10.0000
82	13430.5823	4033.8728	0.2000	10.0000
83	17949.2038	13659.9363	0.2000	10.0000
84	7649.9196	4310.4119	0.2000	10.0000
85	10739.8925	4346.8428	0.2000	10.0000
86	10244.7220	6248.2619	0.2000	10.0000
87	1501.7709	13587.3004	0.2000	10.0000
88	13944.4995	16749.3268	0.2000	10.0000
89	12973.8407	376.6440	0.2000	10.0000
90	15278.7822	8283.0995	0.2000	10.0000
91	158.6125	14725.4684	0.2000	10.0000
92	2503.0908	16097.1664	0.2000	10.0000
93	7350.3496	11020.6398	0.2000	10.0000
94	2138.1765	13351.6288	0.2000	10.0000
95	6188.4834	14100.5876	0.2000	10.0000
96	7377.5138	7644.6792	0.2000	10.0000
97	8148.9921	16954.5094	0.2000	10.0000
98	7974.1144	13577.8465	0.2000	10.0000
99	1395.8283	7809.2652	0.2000	10.0000
100	8583.6641	9589.8177	0.2000	10.0000
101	14701.8346	6782.4769	0.2000	10.0000
102	19799.9081	5763.3157	0.2000	10.0000
103	12355.1619	12194.0225	0.2000	10.0000
104	16745.2134	9275.7570	0.2000	10.0000
105	12628.7866	19978.9227	0.2000	10.0000
106	16595.8394	13895.5192	0.2000	10.0000
107	19381.5236	6240.6502	0.2000	10.0000
