CUST_NO          XCOORD           YCOORD           SERVICE_ENERGY   SERVICE_TIME
1	10467.5759	4514.4458	0.2000	10.0000
2	4660.2019	12209.4207	0.2000	10.0000
3	10780.0077	10347.7875	0.2000	10.0000
4	9424.4981	4226.1230	0.2000	10.0000
5	12819.8598	11314.7902	0.2000	10.0000
6	7156.3306	1144.8974	0.2000	10.0000
7	10972.3341	9774.7394	0.2000	10.0000
8	14103.0701	10021.0201	0.2000	10.0000
9	2335.6687	11592.4540	0.2000	10.0000
10	12876.2474	5952.4549	0.2000	10.0000
11	1800.5044	11113.5960	0.2000	10.0000
12	7776.2188	9533.7718	0.2000	10.0000
13	1625.6088	6806.2208	0.2000	10.0000
14	2139.0644	10417.7197	0.2000	10.0000
15	13474.9497	11231.0285	0.2000	10.0000
16	7474.3402	14425.3153	0.2000	10.0000
17	13354.3580	4272.7262	0.2000	10.0000
18	3961.7655	5422.2043	0.2000	10.0000
19	7823.0395	11473.1863	0.2000	10.0000
20	5391.4493	9141.9648	0.2000	10.0000
21	1576.3318	10143.1556	0.2000	10.0000
22	4547.4919	11076.0251	0.2000	10.0000
23	11125.9589	1904.7471	0.2000	10.0000
24	6401.8953	2941.0340	0.2000	10.0000
25	8866.2042	12040.1811	0.2000	10.0000
26	9066.3407	8949.1562	0.2000	10.0000
27	5511.3139	11229.5075	0.2000	10.0000
28	11857.3802	14257.8722	0.2000	10.0000
29	10884.4634	13272.3714	0.2000	10.0000
30	9120.8927	1169.1615	0.2000	10.0000
31	6279.9081	5015.2185	0.2000	10.0000
32	6199.5019	941.9122	0.2000	10.0000
33	7614.5170	8579.6543	0.2000	10.0000
34	4798.1866	8526.7686	0.2000	10.0000
35	1428.7902	8129.8108	0.2000	10.0000
36	7293.5375	10143.3442	0.2000	10.0000
37	6403.6347	13133.4902	0.2000	10.0000
38	5704.3213	211.8229	0.2000	10.0000
39	8475.8760	5099.0300	0.2000	10.0000
40	9263.0547	13232.1969	0.2000	10.0000
41	3046.1260	10736.2285	0.2000	10.0000
42	3281.7491	11490.0679	0.2000	10.0000
43	4840.3795	13041.5422	0.2000	10.0000
44	7741.4566	1611.7844	0.2000	10.0000
45	13975.1278	4376.4699	0.2000	10.0000
46	5844.0348	10356.9014	0.2000	10.0000
47	10651.8704	11013.2365	0.2000	10.0000
48	5301.4715	7889.3066	0.2000	10.0000
49	14894.0293	6112.0218	0.2000	10.0000
50	10681.8840	12010.6900	0.2000	10.0000
51	14388.4502	12386.1756	0.2000	10.0000
52	9781.3303	5421.1925	0.2000	10.0000
53	12366.7069	5030.6218	0.2000	10.0000
54	12807.6338	9631.0254	0.2000	10.0000
55	13010.0512	3059.5599	0.2000	10.0000
56	10214.8038	3403.1141	0.2000	10.0000
57	3890.2444	12784.3033	0.2000	10.0000
58	853.7019	10385.3385	0.2000	10.0000
59	6067.1329	7279.2462	0.2000	10.0000
60	6295.6085	322.2724	0.2000	10.0000
61	4071.9154	10682.0347	0.2000	10.0000
62	13399.0100	10080.8986	0.2000	10.0000
63	11405.9484	10987.2245	0.2000	10.0000
64	4136.9655	6472.7509	0.2000	10.0000
65	5618.0787	1536.2068	0.2000	10.0000
66	6616.1469	11196.7801	0.2000	10.0000
67	7826.9715	5930.4995	0.2000	10.0000
68	10807.7014	7758.7297	0.2000	10.0000
69	4343.6160	4440.3234	0.2000	10.0000
70	9225.0438	171.9908	0.2000	10.0000
71	7338.2170	12905.7222	0.2000	10.0000
72	10975.1145	8545.9041	0.2000	10.0000
73	11676.6580	3309.4214	0.2000	10.0000
74	3541.7808	3604.3171	0.2000	10.0000
75	7434.2352	2699.6311	0.2000	10.0000
76	5590.5564	4991.4169	0.2000	10.0000
77	9036.8283	14680.2387	0.2000	10.0000
78	11387.0429	4168.3046	0.2000	10.0000
79	12767.3809	8222.9798	0.2000	10.0000
80	13700.5911	13800.2559	0.2000	10.0000
81	6347.4001	8005.2013	0.0000	0.0000
82	8346.4966	12886.7109	0.0000	0.0000
83	12426.4730	10403.9636	0.0000	0.0000
84	4640.9464	9611.0964	0.0000	0.0000
85	327.6500	9944.2216	0.0000	0.0000
86	6509.5531	2016.7260	0.0000	0.0000
87	13492.7018	14735.7548	0.0000	0.0000
88	13163.5890	4870.6616	0.0000	0.0000
