CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	4451.8757	4089.4088	0.2000	10.0000
2	6338.8218	7632.6511	0.2000	10.0000
3	13928.0100	4709.0094	0.2000	10.0000
4	6060.0936	12934.4507	0.2000	10.0000
5	7966.6411	2402.5369	0.2000	10.0000
6	11379.0346	9555.8057	0.2000	10.0000
7	2421.0612	5696.7108	0.2000	10.0000
8	3074.8665	9212.4938	0.2000	10.0000
9	3772.3076	132.6544	0.2000	10.0000
10	9695.4865	2467.4992	0.2000	10.0000
11	13506.9842	13392.1181	0.2000	10.0000
12	13635.9582	3685.0117	0.2000	10.0000
13	12223.2916	10558.3776	0.2000	10.0000
14	12127.7299	251.0787	0.2000	10.0000
15	4708.3608	5724.4976	0.2000	10.0000
16	14477.1373	8788.0235	0.2000	10.0000
17	6869.1217	13424.0949	0.2000	10.0000
18	7076.5335	6069.1613	0.2000	10.0000
19	11616.1804	5059.9394	0.2000	10.0000
20	3280.7126	3682.4719	0.2000	10.0000
21	4145.8802	5387.8105	0.2000	10.0000
22	546.4429	12913.1464	0.2000	10.0000
23	5665.9896	2516.7183	0.2000	10.0000
24	14865.6933	283.6167	0.2000	10.0000
25	4439.5942	9203.7322	0.2000	10.0000
26	9031.9925	11739.1267	0.2000	10.0000
27	2907.0661	13206.6360	0.2000	10.0000
28	2947.0826	4710.0537	0.2000	10.0000
29	2787.1390	1741.1762	0.2000	10.0000
30	6067.0898	14516.9298	0.2000	10.0000
31	1426.7118	1258.6392	0.2000	10.0000
32	12233.3694	8126.2890	0.2000	10.0000
33	2451.4201	4159.5135	0.2000	10.0000
34	6147.7636	2976.0417	0.2000	10.0000
35	7140.1014	14313.7036	0.2000	10.0000
36	1558.6528	14377.3559	0.2000	10.0000
37	10618.4661	11926.6420	0.2000	10.0000
38	5162.2236	6196.4175	0.2000	10.0000
39	8917.5374	10320.9919	0.2000	10.0000
40	8373.5930	10864.4174	0.2000	10.0000
41	2365.9300	2669.3782	0.2000	10.0000
42	7476.0659	11185.0491	0.2000	10.0000
43	589.1743	14086.1012	0.2000	10.0000
44	13040.5815	1425.5026	0.2000	10.0000
45	9156.8084	2984.9264	0.2000	10.0000
46	9063.5863	644.1363	0.2000	10.0000
47	5865.1581	10842.6003	0.2000	10.0000
48	9094.0072	8934.5201	0.2000	10.0000
49	9748.7554	531.2571	0.2000	10.0000
50	10810.5672	10963.1049	0.2000	10.0000
51	2770.3314	13960.7866	0.0000	0.0000
52	11813.3673	1775.7637	0.0000	0.0000
53	4742.6265	3431.0847	0.0000	0.0000
54	6312.1575	11327.1729	0.0000	0.0000
55	39.2828	2509.4176	0.0000	0.0000
56	13418.0696	10932.5120	0.0000	0.0000
