CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	7731.1098	7350.0209	0.2000	10.0000
2	978.9399	7074.7163	0.2000	10.0000
3	483.2921	6629.9431	0.2000	10.0000
4	11320.6178	14954.8650	0.2000	10.0000
5	8568.0399	11486.9292	0.2000	10.0000
6	3093.3074	11634.4286	0.2000	10.0000
7	5668.0014	2896.1745	0.2000	10.0000
8	14648.7111	8054.7203	0.2000	10.0000
9	14509.0437	6861.3680	0.2000	10.0000
10	5547.1519	5819.5117	0.2000	10.0000
11	5767.3781	11733.6476	0.2000	10.0000
12	4665.1734	9355.1553	0.2000	10.0000
13	6101.1679	8880.2135	0.2000	10.0000
14	12075.5765	12704.2657	0.2000	10.0000
15	5969.9506	6792.9565	0.2000	10.0000
16	5189.1188	11916.2542	0.2000	10.0000
17	6021.4597	11042.3915	0.2000	10.0000
18	9148.9136	2556.6650	0.2000	10.0000
19	2356.2709	1674.9757	0.2000	10.0000
20	5586.4048	3818.7762	0.2000	10.0000
21	1166.7418	6310.5603	0.2000	10.0000
22	4915.7422	7625.5645	0.2000	10.0000
23	5957.5471	4960.5732	0.2000	10.0000
24	3100.0400	4702.4085	0.2000	10.0000
25	1548.8157	9130.5264	0.2000	10.0000
26	2654.2175	537.0868	0.2000	10.0000
27	4154.9789	7215.3606	0.2000	10.0000
28	9376.0381	1181.7326	0.2000	10.0000
29	12714.6430	11763.8584	0.2000	10.0000
30	6577.2180	13878.7470	0.2000	10.0000
31	3131.7239	9222.6038	0.2000	10.0000
32	3798.7090	13245.5602	0.2000	10.0000
33	2420.6675	9862.0331	0.2000	10.0000
34	13871.3769	6581.8693	0.2000	10.0000
35	5357.7496	8095.6182	0.2000	10.0000
36	4152.9617	9925.8198	0.2000	10.0000
37	581.5295	4829.7669	0.2000	10.0000
38	12267.9212	10223.6860	0.2000	10.0000
39	7415.1830	5069.7357	0.2000	10.0000
40	12027.9142	11281.0175	0.2000	10.0000
41	1803.7108	7112.0801	0.2000	10.0000
42	9015.4745	14348.7560	0.2000	10.0000
43	13177.9952	8224.8986	0.2000	10.0000
44	7998.8138	1028.7676	0.2000	10.0000
45	4556.7513	3148.8002	0.2000	10.0000
46	2892.2242	13544.3011	0.2000	10.0000
47	14769.1171	11636.1326	0.2000	10.0000
48	8748.3746	6604.2000	0.2000	10.0000
49	7145.3132	14614.1358	0.2000	10.0000
50	5379.1255	8970.8159	0.2000	10.0000
51	133.8191	14426.0052	0.2000	10.0000
52	1860.7067	3562.4778	0.2000	10.0000
53	4122.5749	1939.3437	0.2000	10.0000
54	10960.4694	10261.8226	0.2000	10.0000
55	557.2143	4117.7264	0.2000	10.0000
56	8696.6567	12363.2638	0.2000	10.0000
57	6834.1974	3135.2653	0.2000	10.0000
58	6203.3174	3659.4912	0.2000	10.0000
59	3404.4793	3604.8124	0.2000	10.0000
60	7850.8919	9547.7348	0.2000	10.0000
61	5264.6729	1353.2139	0.2000	10.0000
62	6139.9333	5938.5953	0.2000	10.0000
63	8351.3087	13037.1794	0.2000	10.0000
64	13479.8419	7255.1947	0.2000	10.0000
65	10484.0869	9169.5682	0.2000	10.0000
66	13594.3837	10217.3148	0.0000	0.0000
67	9241.8161	13155.4327	0.0000	0.0000
68	5985.1521	1379.0413	0.0000	0.0000
69	4916.6186	5488.8426	0.0000	0.0000
70	2811.7270	5432.4584	0.0000	0.0000
71	2739.9797	12640.9198	0.0000	0.0000
72	5593.6526	10028.1698	0.0000	0.0000
