CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	6871.8566	12705.6575	0.2000	10.0000
2	20.6384	14981.0503	0.2000	10.0000
3	5600.5799	7218.0844	0.2000	10.0000
4	3515.9748	14502.1609	0.2000	10.0000
5	6435.2335	9547.6183	0.2000	10.0000
6	452.0262	13822.5685	0.2000	10.0000
7	9212.5409	4417.1587	0.2000	10.0000
8	4694.3043	13311.1333	0.2000	10.0000
9	10032.9323	6264.5782	0.2000	10.0000
10	812.5688	9603.5281	0.2000	10.0000
11	2291.5282	12493.6701	0.2000	10.0000
12	10463.3705	8808.5784	0.2000	10.0000
13	8497.7235	7866.2317	0.2000	10.0000
14	6062.4996	8406.8827	0.2000	10.0000
15	11703.1471	9581.6993	0.2000	10.0000
16	10426.9145	10425.8620	0.2000	10.0000
17	11666.7887	5069.4063	0.2000	10.0000
18	13910.3461	7310.5327	0.2000	10.0000
19	12205.4457	5501.9508	0.2000	10.0000
20	917.5535	14373.9935	0.2000	10.0000
21	6387.5939	6643.0280	0.2000	10.0000
22	13535.8601	9726.3294	0.2000	10.0000
23	4749.9471	4508.1234	0.2000	10.0000
24	5195.2399	10023.0790	0.2000	10.0000
25	11051.6861	5766.1534	0.2000	10.0000
26	1186.5390	3500.1601	0.2000	10.0000
27	7504.7979	4405.9865	0.2000	10.0000
28	10114.3127	7730.2809	0.2000	10.0000
29	13907.3290	2951.0059	0.2000	10.0000
30	5871.2376	11224.3657	0.2000	10.0000
31	10044.2102	4140.1932	0.2000	10.0000
32	1825.1943	8184.8897	0.2000	10.0000
33	8302.8419	5316.6893	0.2000	10.0000
34	10546.8888	3771.7841	0.2000	10.0000
35	9547.6302	6934.4180	0.2000	10.0000
36	9806.5018	2861.9026	0.2000	10.0000
37	9347.2377	10926.3384	0.2000	10.0000
38	8114.9349	9951.9965	0.2000	10.0000
39	14681.8524	3533.4728	0.2000	10.0000
40	5596.0268	5954.2721	0.2000	10.0000
41	11606.2019	6118.5452	0.2000	10.0000
42	7482.0848	8836.6730	0.2000	10.0000
43	10536.8990	2841.8395	0.2000	10.0000
44	5471.5537	8883.4630	0.2000	10.0000
45	10439.8878	2104.6390	0.2000	10.0000
46	2971.4767	9095.3480	0.2000	10.0000
47	13794.9552	4525.6683	0.2000	10.0000
48	1746.0879	5007.4938	0.2000	10.0000
49	9791.3546	5029.9877	0.2000	10.0000
50	9348.5586	6123.6561	0.2000	10.0000
51	12878.5003	2505.2589	0.2000	10.0000
52	7077.1978	10311.4335	0.2000	10.0000
53	5409.5950	12846.1008	0.2000	10.0000
54	4373.7676	7743.4698	0.2000	10.0000
55	4687.8212	6563.8461	0.2000	10.0000
56	7068.4451	7218.9129	0.2000	10.0000
57	3663.0015	11229.0750	0.2000	10.0000
58	388.8275	5939.8188	0.2000	10.0000
59	12469.8801	7570.4791	0.2000	10.0000
60	4371.1746	10551.6852	0.2000	10.0000
61	1738.3653	11727.2569	0.2000	10.0000
62	7803.4258	6850.0733	0.2000	10.0000
63	6035.5589	12599.5807	0.2000	10.0000
64	2635.7309	9927.5194	0.2000	10.0000
65	1190.5413	6786.1191	0.2000	10.0000
66	14145.8691	5208.3341	0.2000	10.0000
67	5552.2951	3609.9945	0.2000	10.0000
68	10133.7176	9359.2602	0.2000	10.0000
69	1554.2947	9916.5580	0.2000	10.0000
70	11031.6335	7681.1845	0.2000	10.0000
71	5042.3566	5157.7881	0.2000	10.0000
72	3533.9250	11958.2749	0.2000	10.0000
73	12040.1722	8981.4730	0.2000	10.0000
74	3761.4952	5844.2481	0.2000	10.0000
75	7103.0789	3879.2894	0.2000	10.0000
76	7041.3751	9473.3011	0.2000	10.0000
77	272.3581	11287.5718	0.2000	10.0000
78	12502.2935	3046.7384	0.2000	10.0000
79	11723.2144	2642.0743	0.2000	10.0000
80	1091.6530	12528.2132	0.2000	10.0000
81	2341.1055	13208.7280	0.2000	10.0000
82	12906.7881	8759.0683	0.2000	10.0000
83	14903.2758	2577.8658	0.2000	10.0000
84	10701.2108	11052.7356	0.2000	10.0000
85	7263.5671	11871.6915	0.2000	10.0000
86	7022.1287	3201.2258	0.2000	10.0000
87	801.6845	7774.0346	0.2000	10.0000
88	12865.4638	4396.1340	0.2000	10.0000
89	4605.1004	3490.9790	0.2000	10.0000
90	641.3611	10323.1600	0.2000	10.0000
91	14908.8902	6902.9120	0.2000	10.0000
92	14276.8697	9264.3134	0.2000	10.0000
93	11825.7776	7047.1184	0.2000	10.0000
94	2297.7228	9028.8257	0.2000	10.0000
95	9125.0402	5547.1047	0.2000	10.0000
96	2852.8252	11019.1905	0.0000	0.0000
97	12831.8632	63.4155	0.0000	0.0000
98	9021.8100	7469.1281	0.0000	0.0000
99	7013.1544	5061.4175	0.0000	0.0000
100	5039.7284	9350.3260	0.0000	0.0000
101	13988.3858	7915.1881	0.0000	0.0000
102	12920.1902	5994.1059	0.0000	0.0000
103	1806.1130	14257.0834	0.0000	0.0000
104	2873.9773	6868.3327	0.0000	0.0000
