CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	15131.7344	14216.6908	0.2000	10.0000
2	17326.6355	8060.3468	0.2000	10.0000
3	15203.5747	14980.3578	0.2000	10.0000
4	4212.1388	16408.1439	0.2000	10.0000
5	14414.3611	8336.3033	0.2000	10.0000
6	16067.1435	6243.6457	0.2000	10.0000
7	13859.7277	10315.1463	0.2000	10.0000
8	5925.9880	15265.9968	0.2000	10.0000
9	12532.8447	10846.8233	0.2000	10.0000
10	11739.2009	10863.8706	0.2000	10.0000
11	16430.5364	14058.6165	0.2000	10.0000
12	17882.0152	16504.4634	0.2000	10.0000
13	16483.3166	12006.9232	0.2000	10.0000
14	4079.0134	10423.2831	0.2000	10.0000
15	19205.9339	17813.1285	0.2000	10.0000
16	12793.7044	3436.6099	0.2000	10.0000
17	1436.3423	19067.5800	0.2000	10.0000
18	17076.0824	12583.9185	0.2000	10.0000
19	18812.9613	13114.1337	0.2000	10.0000
20	14342.1082	7090.1156	0.2000	10.0000
21	19756.9657	3281.2223	0.2000	10.0000
22	9349.3054	19887.1042	0.2000	10.0000
23	13188.4119	2511.2122	0.2000	10.0000
24	5422.3831	6320.6031	0.2000	10.0000
25	19065.2638	9819.4441	0.2000	10.0000
26	9924.2576	9610.2075	0.2000	10.0000
27	7187.2044	14889.8013	0.2000	10.0000
28	10889.1295	11955.5237	0.2000	10.0000
29	19875.8602	7391.0587	0.2000	10.0000
30	13745.4273	12582.6557	0.2000	10.0000
31	7587.2510	7729.8820	0.2000	10.0000
32	16067.8324	18286.7137	0.2000	10.0000
33	560.1095	6873.6090	0.2000	10.0000
34	633.0895	16932.1570	0.2000	10.0000
35	9834.7415	12973.6803	0.2000	10.0000
36	15936.6659	8549.7726	0.2000	10.0000
37	5205.8367	14560.5291	0.2000	10.0000
38	11580.1721	8708.0438	0.2000	10.0000
39	17919.0670	12415.5951	0.2000	10.0000
40	6255.2137	19666.5926	0.2000	10.0000
41	15542.8848	6916.2994	0.2000	10.0000
42	3501.7806	18974.4931	0.2000	10.0000
43	3790.8242	4603.1391	0.2000	10.0000
44	19486.3722	1550.8404	0.2000	10.0000
45	3637.7081	6711.4668	0.2000	10.0000
46	5793.3120	17022.4564	0.2000	10.0000
47	6427.2025	9847.9807	0.2000	10.0000
48	18878.7909	16769.6384	0.2000	10.0000
49	2537.4730	6432.0305	0.2000	10.0000
50	17072.7654	6365.3666	0.2000	10.0000
51	5170.4305	16214.8791	0.2000	10.0000
52	4740.8536	18434.2802	0.2000	10.0000
53	9660.5829	16686.7504	0.2000	10.0000
54	11284.5976	12934.4617	0.2000	10.0000
55	797.0632	17924.1172	0.2000	10.0000
56	9323.9755	8798.9388	0.2000	10.0000
57	17343.1987	14114.9255	0.2000	10.0000
58	8255.1189	13029.5765	0.2000	10.0000
59	11877.0194	16404.9240	0.2000	10.0000
60	7663.3263	9573.4215	0.2000	10.0000
61	16858.2906	4319.3733	0.2000	10.0000
62	18380.3222	5553.5278	0.2000	10.0000
63	10132.3854	18386.2320	0.2000	10.0000
64	18869.8965	4785.2898	0.2000	10.0000
65	12410.5139	7627.5654	0.2000	10.0000
66	6829.8581	10318.7025	0.2000	10.0000
67	10771.2879	14501.3167	0.2000	10.0000
68	10881.8554	5606.8766	0.2000	10.0000
69	12511.2907	19045.2013	0.2000	10.0000
70	5436.8205	9962.0318	0.2000	10.0000
71	12291.5874	13191.8108	0.2000	10.0000
72	3481.5917	8481.6212	0.2000	10.0000
73	18890.3605	15097.0384	0.2000	10.0000
74	11017.5913	6617.6920	0.2000	10.0000
75	12805.0510	16905.9624	0.2000	10.0000
76	16290.5549	15063.6604	0.2000	10.0000
77	19173.9027	6261.4363	0.2000	10.0000
78	18465.2641	149.2416	0.2000	10.0000
79	7347.4693	16620.1286	0.2000	10.0000
80	5184.6998	4572.0548	0.2000	10.0000
81	19875.9792	16087.6058	0.2000	10.0000
82	14242.6772	11973.8040	0.2000	10.0000
83	14820.7781	6114.3269	0.2000	10.0000
84	19963.0917	10970.4905	0.2000	10.0000
85	15667.1559	15679.1703	0.2000	10.0000
86	10117.1582	11665.7318	0.2000	10.0000
87	5768.9202	6915.2500	0.2000	10.0000
88	1007.1455	6090.7056	0.2000	10.0000
89	10119.3239	10739.7001	0.2000	10.0000
90	17437.2738	1410.0626	0.2000	10.0000
91	10974.7849	10124.1256	0.2000	10.0000
92	12807.4080	8356.9660	0.2000	10.0000
93	11875.5630	5285.5171	0.2000	10.0000
94	12262.2858	8800.8805	0.2000	10.0000
95	4722.3619	9509.1997	0.2000	10.0000
96	16382.5693	9200.2207	0.2000	10.0000
97	2248.6692	18047.2116	0.2000	10.0000
98	16503.2590	7685.3034	0.2000	10.0000
99	18360.8301	2690.0050	0.2000	10.0000
100	14125.4127	4391.0707	0.2000	10.0000
101	15485.2059	5684.6940	0.2000	10.0000
102	12640.4386	13974.3187	0.2000	10.0000
103	15364.9213	10283.0411	0.2000	10.0000
104	17612.0364	9219.1987	0.2000	10.0000
105	14326.0001	9526.4076	0.2000	10.0000
106	3159.5653	6188.9982	0.2000	10.0000
107	15281.6783	17441.8203	0.2000	10.0000
108	13033.9187	10084.1092	0.2000	10.0000
109	18168.3977	11078.9749	0.2000	10.0000
110	4398.5871	14678.4985	0.2000	10.0000
111	15355.4583	11177.5034	0.0000	0.0000
112	16701.1803	3487.3368	0.0000	0.0000
113	13723.8313	15705.6926	0.0000	0.0000
114	2473.8292	7429.3516	0.0000	0.0000
115	10853.6162	8279.3877	0.0000	0.0000
116	7089.7559	17970.8922	0.0000	0.0000
117	3188.9687	17427.2226	0.0000	0.0000
118	18260.2812	15356.5688	0.0000	0.0000
119	16916.9463	8848.6681	0.0000	0.0000
120	9227.5223	9551.4282	0.0000	0.0000
