CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	12924.7343	11356.4563	0.2000	10.0000
2	5444.6724	10645.2364	0.2000	10.0000
3	2057.9793	11601.6255	0.2000	10.0000
4	4760.3766	6273.7897	0.2000	10.0000
5	8570.4914	9909.8757	0.2000	10.0000
6	418.7021	9634.1326	0.2000	10.0000
7	9838.3826	5304.6903	0.2000	10.0000
8	3895.4527	8461.5348	0.2000	10.0000
9	847.0981	8190.1523	0.2000	10.0000
10	844.9118	6670.9490	0.2000	10.0000
11	14690.9030	5098.4365	0.2000	10.0000
12	2442.0261	6482.0660	0.2000	10.0000
13	10600.2830	6649.4574	0.2000	10.0000
14	14059.2146	2118.1456	0.2000	10.0000
15	2755.8543	4815.6580	0.2000	10.0000
16	11719.7037	3704.8602	0.2000	10.0000
17	10524.5888	9427.8645	0.2000	10.0000
18	380.0161	6073.3378	0.2000	10.0000
19	9177.1159	11501.8304	0.2000	10.0000
20	3259.5345	8965.0391	0.2000	10.0000
21	11079.7314	5211.4987	0.2000	10.0000
22	6952.0377	7015.9968	0.2000	10.0000
23	1742.3640	9080.6499	0.2000	10.0000
24	5372.4463	9660.3684	0.2000	10.0000
25	9190.5578	9422.0846	0.2000	10.0000
26	6216.1355	11736.8149	0.2000	10.0000
27	2336.7373	8654.1118	0.2000	10.0000
28	11583.9934	8656.0574	0.2000	10.0000
29	12077.5524	11662.8578	0.2000	10.0000
30	9944.4386	6670.3091	0.2000	10.0000
31	4056.2798	4186.8733	0.2000	10.0000
32	3804.0134	3615.2192	0.2000	10.0000
33	14090.5263	5760.5586	0.2000	10.0000
34	958.3391	10743.5358	0.2000	10.0000
35	2891.6843	8000.3073	0.2000	10.0000
36	1526.7671	7475.6477	0.0000	0.0000
37	3669.4976	1079.4571	0.0000	0.0000
38	3137.3084	9842.0259	0.0000	0.0000
39	13190.0655	5507.2296	0.0000	0.0000
40	9911.1473	8962.4112	0.0000	0.0000
