CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	8306.2037	11975.8802	0.2000	10.0000
2	14210.7431	9976.3275	0.2000	10.0000
3	4676.8445	13078.2689	0.2000	10.0000
4	3654.3961	3207.3458	0.2000	10.0000
5	5246.7982	1722.3125	0.2000	10.0000
6	3074.9197	559.2688	0.2000	10.0000
7	2093.0496	10028.6773	0.2000	10.0000
8	12980.8203	7958.1022	0.2000	10.0000
9	11313.0749	9435.9831	0.2000	10.0000
10	1841.2126	7314.2440	0.2000	10.0000
11	7549.4298	9425.2794	0.2000	10.0000
12	3336.8600	10458.5884	0.2000	10.0000
13	7481.7609	10981.5525	0.2000	10.0000
14	4267.9650	7865.6951	0.2000	10.0000
15	3975.8819	5664.1786	0.2000	10.0000
16	12461.0844	3300.9610	0.2000	10.0000
17	402.1262	5208.7344	0.2000	10.0000
18	2855.7309	9243.6872	0.2000	10.0000
19	4091.7359	9567.0590	0.2000	10.0000
20	12447.9822	6128.4765	0.2000	10.0000
21	2516.7981	5071.9942	0.2000	10.0000
22	12006.1614	7976.8816	0.2000	10.0000
23	3090.3836	11539.0476	0.2000	10.0000
24	11216.4062	6750.5217	0.2000	10.0000
25	12260.8362	12391.8934	0.2000	10.0000
26	10358.7011	9486.7600	0.2000	10.0000
27	8156.7387	8117.8376	0.2000	10.0000
28	5877.0822	8301.3437	0.2000	10.0000
29	4090.6293	344.8389	0.2000	10.0000
30	13301.3244	7144.2521	0.2000	10.0000
31	11951.6813	9470.1328	0.2000	10.0000
32	5225.2505	5711.9187	0.2000	10.0000
33	9362.3536	6089.8229	0.2000	10.0000
34	2884.7357	5592.1227	0.2000	10.0000
35	10230.3997	6882.0756	0.2000	10.0000
36	8463.2663	9837.6649	0.2000	10.0000
37	11069.1862	4895.9319	0.2000	10.0000
38	4413.8470	1466.1494	0.2000	10.0000
39	98.6922	3298.3427	0.2000	10.0000
40	14207.6499	8994.4078	0.2000	10.0000
41	13730.2702	6105.6769	0.2000	10.0000
42	773.6693	6047.9837	0.2000	10.0000
43	6958.8287	11310.5442	0.2000	10.0000
44	13345.4238	4939.7185	0.2000	10.0000
45	2533.3622	11224.7340	0.2000	10.0000
46	7804.5839	13068.9401	0.2000	10.0000
47	4094.5773	11012.7088	0.2000	10.0000
48	5248.3362	10065.3938	0.2000	10.0000
49	1376.7463	3968.8427	0.2000	10.0000
50	2353.8976	12848.2888	0.2000	10.0000
51	10552.6738	11505.4958	0.2000	10.0000
52	6833.3484	10403.3722	0.2000	10.0000
53	2735.0927	6922.3361	0.2000	10.0000
54	3478.6618	13410.7410	0.2000	10.0000
55	928.5223	6952.3990	0.2000	10.0000
56	3528.0938	8522.5919	0.2000	10.0000
57	292.6558	8473.8858	0.2000	10.0000
58	3752.3546	14094.5522	0.2000	10.0000
59	13440.9232	9006.5512	0.2000	10.0000
60	13168.0886	9854.4918	0.2000	10.0000
61	6903.6642	13709.0821	0.2000	10.0000
62	246.8671	9087.7999	0.2000	10.0000
63	10234.8610	5878.6411	0.2000	10.0000
64	3379.6411	14912.2114	0.2000	10.0000
65	8971.8656	7956.4335	0.2000	10.0000
66	3330.8940	3956.5149	0.2000	10.0000
67	2348.9452	2162.7872	0.2000	10.0000
68	14278.3225	4343.3630	0.2000	10.0000
69	11957.3823	5327.4945	0.2000	10.0000
70	6085.6740	10198.6188	0.2000	10.0000
71	1780.3470	9367.0087	0.2000	10.0000
72	2551.5297	14054.7446	0.2000	10.0000
73	1251.4827	10052.2066	0.2000	10.0000
74	3533.9956	1641.8997	0.2000	10.0000
75	1893.5074	11797.4788	0.2000	10.0000
76	6252.6105	14434.3860	0.2000	10.0000
77	5835.1703	13373.7604	0.2000	10.0000
78	2925.9222	4548.5111	0.2000	10.0000
79	13634.0772	10455.8078	0.2000	10.0000
80	2715.0379	10361.1048	0.2000	10.0000
81	5137.9788	10702.2530	0.0000	0.0000
82	1293.6195	1547.9589	0.0000	0.0000
83	13926.1530	6963.5379	0.0000	0.0000
84	5178.4362	8552.5560	0.0000	0.0000
85	4736.0482	13721.9433	0.0000	0.0000
86	12235.5312	8682.1237	0.0000	0.0000
87	2497.1654	7719.5467	0.0000	0.0000
88	50.3134	6859.9519	0.0000	0.0000
