CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	6986.8901	5240.9270	0.2000	10.0000
2	7914.4810	8929.1257	0.2000	10.0000
3	13351.4075	14346.4839	0.2000	10.0000
4	11105.2638	5792.6876	0.2000	10.0000
5	7044.9861	11964.6103	0.2000	10.0000
6	972.5905	5319.0896	0.2000	10.0000
7	4859.7582	4093.7866	0.2000	10.0000
8	13737.5693	2048.8129	0.2000	10.0000
9	12859.5072	11407.3451	0.2000	10.0000
10	5998.0625	12031.8207	0.2000	10.0000
11	14843.4949	11144.0023	0.2000	10.0000
12	7053.2036	8357.0985	0.2000	10.0000
13	5997.2889	13256.1123	0.2000	10.0000
14	9302.4595	9168.8582	0.2000	10.0000
15	10915.7575	7176.8160	0.2000	10.0000
16	11448.0639	5276.7669	0.2000	10.0000
17	13436.6747	13164.6276	0.2000	10.0000
18	7644.2489	14049.1284	0.2000	10.0000
19	12646.3475	12406.0973	0.2000	10.0000
20	8044.3152	6309.8220	0.2000	10.0000
21	6505.4456	3014.8297	0.2000	10.0000
22	4938.3347	7169.9173	0.2000	10.0000
23	3419.1424	11829.9356	0.2000	10.0000
24	5558.7278	13766.5842	0.2000	10.0000
25	1841.4003	2816.2863	0.2000	10.0000
26	11572.7814	4364.1173	0.2000	10.0000
27	10029.7201	8294.5777	0.2000	10.0000
28	13768.6659	6322.1283	0.2000	10.0000
29	3122.6874	6041.6881	0.2000	10.0000
30	6166.3659	8114.0371	0.2000	10.0000
31	10390.0488	11516.5550	0.2000	10.0000
32	14159.7446	5799.1437	0.2000	10.0000
33	5594.0156	7714.7162	0.2000	10.0000
34	11812.7739	6116.8194	0.2000	10.0000
35	10437.7177	14074.3944	0.2000	10.0000
36	14254.8229	13250.9797	0.2000	10.0000
37	3795.7413	4067.6777	0.2000	10.0000
38	2805.8113	9674.8557	0.2000	10.0000
39	14802.4673	5170.1188	0.2000	10.0000
40	4054.9804	8872.7115	0.2000	10.0000
41	12191.6039	14933.7434	0.2000	10.0000
42	2355.8078	7389.5522	0.2000	10.0000
43	7952.7687	7336.1829	0.2000	10.0000
44	6077.0290	4787.1995	0.2000	10.0000
45	8993.9314	12517.6315	0.2000	10.0000
46	12489.6266	9444.3260	0.2000	10.0000
47	6805.9493	3882.5400	0.2000	10.0000
48	10675.4111	10594.3778	0.2000	10.0000
49	10064.8295	9972.6739	0.2000	10.0000
50	6344.8809	9460.1164	0.2000	10.0000
51	918.1542	6088.1595	0.2000	10.0000
52	9138.5845	6883.8146	0.2000	10.0000
53	10777.2904	2785.1903	0.2000	10.0000
54	12444.3482	2963.7940	0.2000	10.0000
55	13755.5670	11259.7301	0.2000	10.0000
56	701.9530	6878.1131	0.2000	10.0000
57	14330.3060	9277.4639	0.2000	10.0000
58	14351.7806	2687.7323	0.2000	10.0000
59	10299.0884	4790.0955	0.2000	10.0000
60	14797.4952	6366.3190	0.2000	10.0000
61	3995.9356	9907.4567	0.2000	10.0000
62	8930.4060	7567.8687	0.2000	10.0000
63	8096.2997	3896.5892	0.2000	10.0000
64	11518.1338	9241.6637	0.2000	10.0000
65	9832.5219	14039.2361	0.2000	10.0000
66	6493.5665	6844.6954	0.2000	10.0000
67	3284.4251	13066.4170	0.2000	10.0000
68	2036.8683	8529.0802	0.2000	10.0000
69	10952.7125	3925.8134	0.2000	10.0000
70	13356.8841	7481.4523	0.2000	10.0000
71	42.3765	6482.2541	0.2000	10.0000
72	9666.2798	11820.5804	0.2000	10.0000
73	1986.1131	6466.1446	0.2000	10.0000
74	2777.5425	11174.6199	0.2000	10.0000
75	10981.9502	9519.3482	0.2000	10.0000
76	13704.0844	2695.0022	0.2000	10.0000
77	6492.8877	6161.4946	0.2000	10.0000
78	9924.7879	1701.8502	0.2000	10.0000
79	8415.7552	12128.4531	0.2000	10.0000
80	13607.1115	10630.9620	0.2000	10.0000
81	8618.3416	13051.0991	0.2000	10.0000
82	7154.3531	6755.1955	0.2000	10.0000
83	13763.6793	5110.5833	0.2000	10.0000
84	2172.8902	11270.9704	0.2000	10.0000
85	5603.6167	9398.2162	0.2000	10.0000
86	8288.3078	10524.0177	0.2000	10.0000
87	14948.4097	12243.5394	0.2000	10.0000
88	1071.2432	8928.6473	0.2000	10.0000
89	11212.7790	7708.6986	0.2000	10.0000
90	12205.7139	11621.4866	0.2000	10.0000
91	3439.1241	5065.7810	0.2000	10.0000
92	13918.7978	7179.4650	0.2000	10.0000
93	14054.0177	11890.1942	0.2000	10.0000
94	4267.2048	11675.0204	0.2000	10.0000
95	9553.1791	4373.8832	0.2000	10.0000
96	7984.7617	5563.5801	0.0000	0.0000
97	1459.8091	8132.5359	0.0000	0.0000
98	12300.2895	7246.5834	0.0000	0.0000
99	10480.3261	3325.6064	0.0000	0.0000
100	5141.6024	12879.9571	0.0000	0.0000
101	11922.0880	14396.6320	0.0000	0.0000
102	12594.5538	10141.8321	0.0000	0.0000
103	4403.9979	5857.0129	0.0000	0.0000
104	10441.0639	12473.2399	0.0000	0.0000
