CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	10451.1541	2801.0168	0.2000	10.0000
2	14182.8363	2523.4802	0.2000	10.0000
3	8765.0411	579.8767	0.2000	10.0000
4	7381.3821	9732.7660	0.2000	10.0000
5	5614.0573	4208.0282	0.2000	10.0000
6	14453.8381	7895.6134	0.2000	10.0000
7	8325.4379	2058.1444	0.2000	10.0000
8	9488.5752	8941.5455	0.2000	10.0000
9	12631.1228	14143.1497	0.2000	10.0000
10	11763.1645	1214.0558	0.2000	10.0000
11	13198.9355	3967.9656	0.2000	10.0000
12	14186.5144	8434.6285	0.2000	10.0000
13	11292.7321	11558.8619	0.2000	10.0000
14	12680.7829	6509.5062	0.2000	10.0000
15	8352.8743	11297.0224	0.2000	10.0000
16	3066.0353	1797.4500	0.2000	10.0000
17	12766.2390	2617.8013	0.2000	10.0000
18	6944.1667	3201.3302	0.2000	10.0000
19	1540.4125	3962.4447	0.2000	10.0000
20	12053.0846	7973.8200	0.2000	10.0000
21	14170.2724	3165.4434	0.2000	10.0000
22	10119.6842	4846.4998	0.2000	10.0000
23	10017.3578	6960.3327	0.2000	10.0000
24	9167.5878	3526.5824	0.2000	10.0000
25	11278.0994	7883.2153	0.2000	10.0000
26	6351.8451	8824.7964	0.2000	10.0000
27	2459.4273	1280.2625	0.2000	10.0000
28	13476.5317	3301.4519	0.2000	10.0000
29	10247.8229	5902.1024	0.2000	10.0000
30	9859.6012	4168.9797	0.2000	10.0000
31	11340.3605	2942.8948	0.2000	10.0000
32	1704.2740	2933.0045	0.2000	10.0000
33	11224.1065	7131.2407	0.2000	10.0000
34	8083.1351	7571.4030	0.2000	10.0000
35	9363.2329	6612.0498	0.2000	10.0000
36	11996.7485	9158.3490	0.2000	10.0000
37	7707.4162	8893.3345	0.2000	10.0000
38	4136.1253	4724.9747	0.2000	10.0000
39	14049.2793	5014.7125	0.2000	10.0000
40	7145.1437	6192.9688	0.2000	10.0000
41	10697.8353	2197.4381	0.2000	10.0000
42	12082.7598	6403.0981	0.2000	10.0000
43	14852.1903	2819.7814	0.2000	10.0000
44	4300.8139	6347.4834	0.2000	10.0000
45	12862.5545	8593.2062	0.2000	10.0000
46	6530.1113	8145.1106	0.2000	10.0000
47	7588.0162	2079.9003	0.2000	10.0000
48	7043.8067	12100.6864	0.2000	10.0000
49	14028.0318	4025.4889	0.2000	10.0000
50	13625.5792	12291.3202	0.2000	10.0000
51	9831.9711	3335.9338	0.2000	10.0000
52	10767.5845	10250.3111	0.2000	10.0000
53	8348.0429	8328.1137	0.2000	10.0000
54	13792.5272	1096.9079	0.2000	10.0000
55	907.6110	3790.1311	0.2000	10.0000
56	9023.4657	5408.3457	0.2000	10.0000
57	8990.4481	2460.5641	0.2000	10.0000
58	5975.7500	2998.8153	0.2000	10.0000
59	10909.0564	4056.8644	0.2000	10.0000
60	10335.9706	14321.2984	0.2000	10.0000
61	14175.2787	10809.1452	0.2000	10.0000
62	12520.1061	4577.1362	0.2000	10.0000
63	10746.8585	6592.0847	0.2000	10.0000
64	14605.7009	6906.9847	0.2000	10.0000
65	9668.8553	8260.5969	0.2000	10.0000
66	7767.0863	5784.6355	0.0000	0.0000
67	129.0668	250.7640	0.0000	0.0000
68	12967.5443	1515.4994	0.0000	0.0000
69	11428.2305	5526.9797	0.0000	0.0000
70	10821.8005	8774.3235	0.0000	0.0000
71	11090.1212	801.9361	0.0000	0.0000
72	10047.0611	11343.5173	0.0000	0.0000
