CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	9230.6609	8588.4533	0.2000	10.0000
2	8479.7041	10500.1876	0.2000	10.0000
3	5106.8045	8818.5190	0.2000	10.0000
4	10839.5755	7457.9172	0.2000	10.0000
5	6826.2967	7725.3712	0.2000	10.0000
6	14796.6548	2281.4893	0.2000	10.0000
7	7540.6105	3301.5508	0.2000	10.0000
8	5009.1923	8212.4974	0.2000	10.0000
9	6761.1317	6894.1565	0.2000	10.0000
10	10672.8391	9270.7895	0.2000	10.0000
11	6358.0180	10951.6590	0.2000	10.0000
12	8738.8221	7094.8993	0.2000	10.0000
13	11497.7615	13248.5679	0.2000	10.0000
14	8953.8232	6164.0633	0.2000	10.0000
15	13463.0718	13204.0241	0.2000	10.0000
16	14480.6174	3435.7944	0.2000	10.0000
17	7752.9934	9217.3781	0.2000	10.0000
18	13130.9872	10592.7252	0.2000	10.0000
19	12665.1637	8926.9288	0.2000	10.0000
20	4521.4580	9715.3034	0.2000	10.0000
21	9846.9131	8119.6423	0.2000	10.0000
22	2718.5580	6280.2082	0.2000	10.0000
23	12796.4696	5275.1074	0.2000	10.0000
24	1108.0824	8605.0105	0.2000	10.0000
25	5287.3130	2895.6121	0.2000	10.0000
26	6842.9574	10549.8892	0.2000	10.0000
27	11395.5836	9535.3359	0.2000	10.0000
28	12364.8763	13056.5036	0.2000	10.0000
29	6770.4261	3123.5670	0.2000	10.0000
30	2962.7464	5337.5371	0.2000	10.0000
31	13044.9866	2684.8194	0.2000	10.0000
32	10913.4180	3760.3145	0.2000	10.0000
33	7766.1248	10621.7392	0.2000	10.0000
34	5490.6713	5450.7666	0.2000	10.0000
35	3716.3514	3265.6192	0.2000	10.0000
36	294.6739	4598.0931	0.2000	10.0000
37	922.3521	6428.6302	0.2000	10.0000
38	6207.1293	6015.7894	0.2000	10.0000
39	9844.3937	12124.1170	0.2000	10.0000
40	9703.0857	13207.4019	0.2000	10.0000
41	9172.8924	11559.1402	0.2000	10.0000
42	8216.0958	8732.8724	0.2000	10.0000
43	9334.9330	7679.1181	0.2000	10.0000
44	1222.3388	4934.0263	0.2000	10.0000
45	2059.8971	7744.5764	0.2000	10.0000
46	9102.6739	14694.0242	0.2000	10.0000
47	9434.0355	10154.8185	0.2000	10.0000
48	12930.4323	11713.9110	0.2000	10.0000
49	10408.2749	8558.1160	0.2000	10.0000
50	11024.7852	11796.3577	0.2000	10.0000
51	11833.4782	14065.5058	0.0000	0.0000
52	1499.5945	6080.7385	0.0000	0.0000
53	13968.0817	2112.8983	0.0000	0.0000
54	4997.0814	5951.7936	0.0000	0.0000
55	10216.5362	10874.1256	0.0000	0.0000
56	7960.3165	7953.3618	0.0000	0.0000
