CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	11692.0974	1557.7889	0.2000	10.0000
2	10728.5825	3547.9462	0.2000	10.0000
3	4534.1358	7135.2112	0.2000	10.0000
4	640.5484	3913.7410	0.2000	10.0000
5	2812.6569	10844.8667	0.2000	10.0000
6	6546.3208	1811.4167	0.2000	10.0000
7	5013.7614	10871.8776	0.2000	10.0000
8	6817.1030	7770.0416	0.2000	10.0000
9	7875.2278	9922.5883	0.2000	10.0000
10	1549.6473	11754.2188	0.2000	10.0000
11	1457.8033	12972.9103	0.2000	10.0000
12	6195.4201	6438.0380	0.2000	10.0000
13	9348.4830	7871.2877	0.2000	10.0000
14	1985.0592	10617.5026	0.2000	10.0000
15	4121.3306	5865.3815	0.2000	10.0000
16	6147.9179	4348.4256	0.2000	10.0000
17	4734.6002	5835.8102	0.2000	10.0000
18	7123.5866	9789.5203	0.2000	10.0000
19	2434.9249	8351.2554	0.2000	10.0000
20	3278.5283	13184.8571	0.2000	10.0000
21	5504.3965	5407.1951	0.2000	10.0000
22	7398.6939	6144.5339	0.2000	10.0000
23	5366.5078	4051.9162	0.2000	10.0000
24	2100.7371	7657.1652	0.2000	10.0000
25	6616.6365	9009.9311	0.2000	10.0000
26	4260.9748	9011.8457	0.2000	10.0000
27	10932.5282	2749.6818	0.2000	10.0000
28	8903.1423	2193.3168	0.2000	10.0000
29	532.2010	2981.3214	0.2000	10.0000
30	1981.9690	3543.1324	0.2000	10.0000
31	1573.6340	5943.8695	0.2000	10.0000
32	1250.9695	4137.2787	0.2000	10.0000
33	12017.0354	8317.8676	0.2000	10.0000
34	4221.8369	4488.6231	0.2000	10.0000
35	813.4739	6886.0914	0.2000	10.0000
36	11382.1351	6857.8207	0.2000	10.0000
37	11271.1462	4609.2705	0.2000	10.0000
38	2330.9610	9232.4541	0.2000	10.0000
39	7537.7644	7345.7741	0.2000	10.0000
40	2880.1297	9579.8990	0.2000	10.0000
41	11841.1893	10297.0946	0.2000	10.0000
42	3537.8966	9937.9509	0.2000	10.0000
43	14819.2961	11949.6185	0.2000	10.0000
44	7745.8974	4579.3089	0.2000	10.0000
45	6120.4814	8318.9676	0.2000	10.0000
46	11819.1596	5653.9743	0.2000	10.0000
47	9602.9377	7206.2683	0.2000	10.0000
48	13794.5799	3699.7207	0.2000	10.0000
49	2280.5734	4663.9937	0.2000	10.0000
50	1808.6713	13613.3154	0.2000	10.0000
51	13050.9418	9138.0597	0.2000	10.0000
52	1201.7066	3198.8109	0.2000	10.0000
53	10626.9234	4368.6637	0.2000	10.0000
54	8175.6349	3762.3835	0.2000	10.0000
55	9205.1946	3511.0820	0.2000	10.0000
56	13656.8685	4678.6043	0.2000	10.0000
57	12621.7711	9997.4693	0.2000	10.0000
58	3817.5858	11643.7710	0.2000	10.0000
59	3868.4621	6862.4851	0.2000	10.0000
60	683.4669	5212.1400	0.2000	10.0000
61	3083.6569	11560.8240	0.2000	10.0000
62	288.1596	10150.0766	0.2000	10.0000
63	13580.6360	278.6906	0.2000	10.0000
64	5271.9891	2892.4444	0.2000	10.0000
65	8029.0546	8302.2630	0.2000	10.0000
66	9599.2859	5397.4251	0.2000	10.0000
67	5198.4562	9216.0011	0.2000	10.0000
68	2144.7114	11260.2103	0.2000	10.0000
69	3703.9000	8617.0626	0.2000	10.0000
70	6818.6200	2876.0648	0.2000	10.0000
71	1056.3643	10735.1169	0.2000	10.0000
72	8743.4882	5070.0494	0.2000	10.0000
73	13005.0937	11416.7506	0.2000	10.0000
74	2091.4375	6664.2693	0.2000	10.0000
75	2613.1493	13572.5499	0.2000	10.0000
76	13343.2752	6306.5374	0.2000	10.0000
77	8437.0574	9373.6459	0.2000	10.0000
78	8948.7923	6143.0100	0.2000	10.0000
79	5211.1361	11718.7921	0.2000	10.0000
80	8497.5971	7487.3053	0.2000	10.0000
81	7293.0984	5508.9244	0.0000	0.0000
82	134.0678	12567.7860	0.0000	0.0000
83	13544.3449	8474.5564	0.0000	0.0000
84	14416.1433	972.5250	0.0000	0.0000
85	10181.3992	6784.4290	0.0000	0.0000
86	4744.2210	7794.3871	0.0000	0.0000
87	296.5187	5803.8662	0.0000	0.0000
88	1722.4459	9988.1406	0.0000	0.0000
