CUST_NO	XCOORD	YCOORD	SERVICE_ENERGY	SERVICE_TIME
1	7012.0021	19722.8486	0.2000	10.0000
2	6288.6873	5407.8781	0.2000	10.0000
3	9000.2456	10370.0896	0.2000	10.0000
4	8961.9667	5574.0383	0.2000	10.0000
5	13186.8309	3810.0591	0.2000	10.0000
6	10339.1914	3937.9774	0.2000	10.0000
7	7004.0777	2507.4467	0.2000	10.0000
8	17852.8698	2680.8782	0.2000	10.0000
9	12302.8104	18602.9665	0.2000	10.0000
10	3612.8587	4764.3903	0.2000	10.0000
11	10283.9466	1512.4608	0.2000	10.0000
12	12276.4307	3276.1660	0.2000	10.0000
13	13038.9685	10894.9456	0.2000	10.0000
14	13630.8185	9039.2450	0.2000	10.0000
15	17240.0472	7416.6677	0.2000	10.0000
16	13261.7789	4827.4406	0.2000	10.0000
17	9725.7995	5807.8230	0.2000	10.0000
18	6209.8777	12189.4964	0.2000	10.0000
19	6115.6547	7912.0361	0.2000	10.0000
20	3539.2478	2444.4980	0.2000	10.0000
21	5139.3726	3892.5572	0.2000	10.0000
22	13703.1437	2452.8498	0.2000	10.0000
23	13724.4601	11199.9482	0.2000	10.0000
24	7081.4402	5016.3742	0.2000	10.0000
25	6403.7032	4801.6517	0.2000	10.0000
26	5050.4884	2445.3899	0.2000	10.0000
27	9180.8147	2066.5864	0.2000	10.0000
28	12089.5647	9276.1163	0.2000	10.0000
29	3974.8253	3103.4384	0.2000	10.0000
30	12108.0570	11164.9469	0.2000	10.0000
31	15128.3373	7833.8908	0.2000	10.0000
32	18058.8466	1687.9897	0.2000	10.0000
33	12901.5972	3219.9108	0.2000	10.0000
34	12922.1368	8267.2100	0.2000	10.0000
35	4572.5993	5224.1510	0.2000	10.0000
36	8500.9117	11273.3889	0.2000	10.0000
37	8968.9613	7851.3342	0.2000	10.0000
38	3068.5891	9111.8251	0.2000	10.0000
39	18864.1184	6983.1458	0.2000	10.0000
40	15598.2424	5488.9312	0.2000	10.0000
41	15181.0023	4352.7209	0.2000	10.0000
42	5900.1791	16940.4857	0.2000	10.0000
43	6495.9540	4019.2124	0.2000	10.0000
44	9757.3486	4567.6528	0.2000	10.0000
45	8001.4526	3682.5219	0.2000	10.0000
46	14067.4301	1885.3732	0.2000	10.0000
47	17536.8598	4954.4001	0.2000	10.0000
48	7533.7854	7992.3690	0.2000	10.0000
49	9696.9605	7333.5694	0.2000	10.0000
50	14191.9501	10093.4887	0.2000	10.0000
51	4638.2911	1836.1870	0.2000	10.0000
52	10233.7725	9246.7747	0.2000	10.0000
53	19857.4336	6561.3995	0.2000	10.0000
54	5819.8721	7081.8833	0.2000	10.0000
55	3165.7129	1516.0366	0.2000	10.0000
56	15812.2608	1170.0592	0.2000	10.0000
57	9850.4702	19054.8069	0.2000	10.0000
58	10645.1649	2209.4666	0.2000	10.0000
59	11301.2108	19963.8446	0.2000	10.0000
60	15930.7270	7172.6470	0.2000	10.0000
61	8124.1414	3021.0004	0.2000	10.0000
62	11950.7062	17272.5493	0.2000	10.0000
63	6316.7988	2419.5069	0.2000	10.0000
64	7562.2280	18534.2260	0.2000	10.0000
65	11130.3611	19004.4963	0.2000	10.0000
66	1584.8505	6944.6590	0.2000	10.0000
67	2643.0493	2467.6594	0.2000	10.0000
68	11824.6203	7221.9681	0.2000	10.0000
69	14564.1162	3021.3169	0.2000	10.0000
70	7188.3547	15499.4341	0.2000	10.0000
71	3129.3135	4057.0336	0.2000	10.0000
72	6482.6479	17298.9543	0.2000	10.0000
73	14858.4331	348.1880	0.2000	10.0000
74	14101.2021	8561.0507	0.2000	10.0000
75	1978.2944	1892.1390	0.2000	10.0000
76	8749.2535	8599.5104	0.2000	10.0000
77	7551.6535	391.3914	0.2000	10.0000
78	6622.6561	9165.2617	0.2000	10.0000
79	15414.9862	1852.8377	0.2000	10.0000
80	4233.4227	4077.4034	0.2000	10.0000
81	15030.9014	3674.4360	0.2000	10.0000
82	12973.6418	10120.6924	0.2000	10.0000
83	8008.8132	14126.6911	0.2000	10.0000
84	5563.1873	5511.9406	0.2000	10.0000
85	6349.9993	9830.2944	0.2000	10.0000
86	10911.4753	10988.1584	0.2000	10.0000
87	6244.8886	14943.1940	0.2000	10.0000
88	8045.9051	8977.2198	0.2000	10.0000
89	2840.0737	7990.6377	0.2000	10.0000
90	9389.1831	11272.0268	0.2000	10.0000
91	7422.0284	9205.3770	0.2000	10.0000
92	7813.9731	2169.0813	0.2000	10.0000
93	3415.4314	8237.4436	0.2000	10.0000
94	5600.1456	19843.1731	0.2000	10.0000
95	10767.5688	4389.1358	0.2000	10.0000
96	12536.5032	6334.5842	0.2000	10.0000
97	6723.5445	17917.4663	0.2000	10.0000
98	2233.3243	4484.6867	0.2000	10.0000
99	4443.0907	7895.2022	0.2000	10.0000
100	8139.9052	18280.2308	0.2000	10.0000
101	9680.3945	15075.8677	0.2000	10.0000
102	6871.8396	7166.0190	0.2000	10.0000
103	6740.7830	6250.5679	0.2000	10.0000
104	9768.9513	243.5017	0.2000	10.0000
105	17845.2369	5841.5587	0.2000	10.0000
106	11563.9813	3255.0874	0.2000	10.0000
107	4574.7733	6508.5067	0.2000	10.0000
108	12132.5564	15679.1756	0.2000	10.0000
109	10993.9067	9174.1800	0.2000	10.0000
110	9052.9490	1110.2405	0.2000	10.0000
111	16426.4799	4602.7367	0.0000	0.0000
112	9158.8528	19933.6840	0.0000	0.0000
113	6730.7704	8573.3182	0.0000	0.0000
114	5536.3829	970.8483	0.0000	0.0000
115	8965.3244	17510.1416	0.0000	0.0000
116	4691.3821	4621.2228	0.0000	0.0000
117	10980.6676	8370.0725	0.0000	0.0000
118	10348.7698	5774.2218	0.0000	0.0000
119	11845.2309	668.7083	0.0000	0.0000
120	13842.0883	7645.5503	0.0000	0.0000
